fips,resistance,recovery,resilience
18135,0.298399,0.692214,0.903146
18137,0.359761,0.709223,0.914254
18139,0.316679,0.683698,0.903863
18141,0.340694,0.756715,0.918161
18143,0.324506,0.718902,0.910166
18145,0.35695,0.688641,0.911003
18147,0.378437,0.671376,0.911408
18149,0.315503,0.665121,0.900289
18151,0.384449,0.663005,0.910941
18153,0.240572,0.68078,0.892404
18155,0.270745,0.63588,0.888586
18157,0.342732,0.698296,0.909523
18159,0.403498,0.67517,0.915021
18161,0.320676,0.642661,0.89669
18163,0.392007,0.744564,0.92334
18165,0.298978,0.703086,0.904957
18167,0.299231,0.735637,0.909147
18169,0.307882,0.67936,0.902609
18171,0.338489,0.659754,0.902861
18173,0.437918,0.647191,0.916877
18175,0.326519,0.659027,0.901443
18177,0.294466,0.722107,0.906649
18179,0.336807,0.629998,0.898144
18181,0.309674,0.689229,0.904269
18183,0.374464,0.702446,0.915393
19001,0.313676,0.708657,0.907738
19003,0.292393,0.72273,0.906788
19005,0.303737,0.679754,0.90242
19007,0.286659,0.734726,0.907759
19009,0.304651,0.734903,0.909943
19011,0.331258,0.668384,0.903828
19013,0.370206,0.732573,0.918197
19015,0.299825,0.723147,0.907541
19017,0.364462,0.732731,0.917599
19019,0.345733,0.690486,0.909281
19021,0.312227,0.715771,0.909151
19023,0.353311,0.736502,0.916851
19025,0.330591,0.746615,0.91574
19027,0.367462,0.722438,0.916868
19029,0.319186,0.717086,0.910024
19031,0.341112,0.669129,0.904783
19033,0.352264,0.729793,0.915782
19035,0.281562,0.6902,0.899744
19037,0.307337,0.623379,0.892304
19039,0.270307,0.680383,0.896495
19041,0.345121,0.717506,0.91329
19043,0.331356,0.707871,0.910454
19045,0.388695,0.7895,0.927428
19047,0.315712,0.713929,0.909015
19049,0.404905,0.591337,0.902824
19051,0.26953,0.694712,0.899542
19053,0.280925,0.729858,0.906302
19055,0.373966,0.674208,0.911761
19057,0.327567,0.753487,0.915337
19059,0.36306,0.715687,0.91523
19061,0.397268,0.699706,0.918543
19063,0.306514,0.759297,0.913241
19065,0.333561,0.740948,0.915251
19067,0.343299,0.740616,0.91632
19069,0.318386,0.709439,0.908837
19071,0.323193,0.740597,0.912812
19073,0.309684,0.729244,0.90959
19075,0.359891,0.707976,0.913542
19077,0.3116,0.712889,0.908054
19079,0.331657,0.709704,0.91064
19081,0.314669,0.699494,0.907072
19083,0.319143,0.733941,0.912318
19085,0.311262,0.719371,0.909074
19087,0.31289,0.676181,0.902751
19089,0.32105,0.749487,0.914645
19091,0.312232,0.70775,0.907214
19093,0.31825,0.731249,0.912031
19095,0.322319,0.669362,0.902877
19097,0.301929,0.702416,0.904649
19099,0.295186,0.672741,0.899557
19101,0.300921,0.686515,0.902716
19103,0.398175,0.734354,0.922816
19105,0.333263,0.674757,0.904455
19107,0.311791,0.735225,0.910882
19109,0.357148,0.736486,0.917359
19111,0.291951,0.704536,0.903695
19113,0.433462,0.776629,0.93203
19115,0.316438,0.719371,0.909531
19117,0.283768,0.731351,0.906357
19119,0.343748,0.691438,0.909142
19121,0.310328,0.682792,0.903353
19123,0.309151,0.7012,0.906299
19125,0.376107,0.716744,0.917471
19127,0.302668,0.69913,0.904859
19129,0.340324,0.71947,0.912626
19131,0.323928,0.709271,0.909686
19133,0.281943,0.746036,0.908818
19135,0.26525,0.726094,0.903174
19137,0.273772,0.729513,0.905478
19139,0.317224,0.702593,0.907407
19141,0.357546,0.730303,0.917138
19143,0.394641,0.707212,0.919413
19145,0.274635,0.730127,0.905484
19147,0.320744,0.751336,0.913925
19149,0.360959,0.688572,0.911687
19151,0.313431,0.754112,0.913624
19153,0.392759,0.76968,0.925758
19155,0.326026,0.698692,0.90792
19157,0.301663,0.676028,0.901349
19159,0.272632,0.732467,0.905662
19161,0.32133,0.7287,0.911937
19163,0.363501,0.767267,0.921999
19165,0.31282,0.727485,0.910402
19167,0.416749,0.676453,0.918124
19169,0.394841,0.802985,0.929356
19171,0.285436,0.693708,0.901109
19173,0.290073,0.738365,0.90891
19175,0.325918,0.754726,0.915382
19177,0.284553,0.717717,0.904491
19179,0.283704,0.743293,0.908078
19181,0.355729,0.650059,0.904899
19183,0.338159,0.688866,0.908441
19185,0.273162,0.74911,0.907991
19187,0.297805,0.732546,0.908406
19189,0.318886,0.752794,0.914715
19191,0.35239,0.725532,0.91535
19193,0.306847,0.707378,0.906731
19195,0.343266,0.705487,0.911352
19197,0.348785,0.751297,0.918572
20001,0.30443,0.728677,0.909235
20003,0.299355,0.690443,0.90238
20005,0.321817,0.713879,0.90972
20007,0.367355,0.752236,0.920722
20009,0.368081,0.689877,0.913085
20011,0.271721,0.71176,0.901763
20013,0.32298,0.762553,0.916127
20015,0.338512,0.643943,0.900199
20017,0.278839,0.71137,0.903111
20019,0.270665,0.726566,0.903934
20021,0.288774,0.706918,0.903893
20023,0.321539,0.775323,0.91711
20025,0.338596,0.720059,0.912802
20027,0.341626,0.722802,0.913882
20029,0.358146,0.740632,0.91807
20031,0.374108,0.701409,0.914525
20033,0.359415,0.735905,0.91746
20035,0.291774,0.732306,0.907548
20037,0.315546,0.712971,0.908995
20039,0.302058,0.756368,0.913216
20041,0.339124,0.718345,0.912904
20043,0.307106,0.736833,0.910306
20045,0.447442,0.714442,0.926589
20047,0.359949,0.753184,0.919935
20049,0.30403,0.741158,0.910317
20051,0.384105,0.695331,0.915767
20053,0.359773,0.712148,0.914235
20055,0.396833,0.62846,0.907424
20057,0.343861,0.619456,0.89705
20059,0.353589,0.705612,0.912715
20061,0.495603,0.892,0.948091
20063,0.351977,0.771086,0.920726
20065,0.350111,0.765902,0.919878
20067,0.431273,0.713849,0.924384
20069,0.389794,0.705118,0.918209
20071,0.421637,0.819025,0.934055
20073,0.29113,0.743238,0.908929
20075,0.342976,0.73551,0.914994
20077,0.317657,0.746325,0.913175
20079,0.31395,0.680409,0.903786
20081,0.3865,0.691442,0.915552
20083,0.393717,0.746437,0.923075
20085,0.387636,0.6776,0.91381
20087,0.341469,0.65427,0.902842
20089,0.316764,0.781776,0.917926
20091,0.524392,0.684013,0.933882
20093,0.382944,0.7178,0.918003
20095,0.328547,0.726051,0.912556
20097,0.386738,0.793905,0.927642
20099,0.329146,0.726061,0.912205
20101,0.385052,0.789618,0.927503
20103,0.399282,0.834948,0.932738
20105,0.310101,0.724497,0.909317
20107,0.329866,0.707986,0.909694
20109,0.35654,0.773639,0.921969
20111,0.334206,0.677419,0.90522
20113,0.380049,0.686262,0.914452
20115,0.344245,0.715851,0.913122
20117,0.3209,0.740366,0.913301
20119,0.417616,0.706733,0.922341
20121,0.381405,0.642303,0.906846
20123,0.352368,0.739103,0.917409
20125,0.300969,0.722742,0.908257
20127,0.321218,0.713109,0.90963
20129,0.368607,0.739454,0.919445
20131,0.338987,0.700563,0.910413
20133,0.300713,0.698058,0.904602
20135,0.344601,0.756931,0.918344
20137,0.364543,0.823825,0.928144
20139,0.337575,0.682063,0.906197
20141,0.306653,0.746376,0.91214
20143,0.359403,0.678431,0.909054
20145,0.318259,0.694295,0.90618
20147,0.352311,0.753692,0.919172
20149,0.352268,0.63625,0.901403
20151,0.322217,0.718051,0.90998
20153,0.322855,0.801534,0.92098
20155,0.33039,0.692468,0.907839
20157,0.324459,0.751743,0.914823
20159,0.326788,0.703184,0.909183
20161,0.392449,0.714485,0.919698
20163,0.317322,0.749376,0.913202
20165,0.330399,0.747887,0.914994
20167,0.354614,0.726698,0.916128
20169,0.384413,0.70526,0.917352
20171,0.376772,0.710278,0.916799
20173,0.392968,0.742073,0.923055
20175,0.338982,0.609083,0.895053
20177,0.396355,0.803909,0.929574
20179,0.308412,0.753395,0.913354
20181,0.38027,0.771838,0.924476
20183,0.30401,0.760131,0.91385
20185,0.373013,0.75825,0.922045
20187,0.379064,0.774987,0.924979
20189,0.348639,0.724658,0.914835
20191,0.342629,0.706037,0.911066
20193,0.355421,0.754141,0.919542
20195,0.392847,0.751149,0.923606
20197,0.39556,0.754738,0.924531
20199,0.317406,0.789125,0.918759
20201,0.34031,0.758828,0.918601
20203,0.409733,0.792626,0.930485
20205,0.27494,0.721438,0.903962
20207,0.274499,0.730252,0.905604
20209,0.334462,0.747739,0.916287
21001,0.315707,0.737989,0.911715
21003,0.332215,0.721207,0.911893
21005,0.44443,0.677777,0.922427
21007,0.332784,0.754295,0.916692
21009,0.315219,0.712929,0.90842
21011,0.259322,0.725273,0.902532
21013,0.24784,0.716183,0.899868
21015,0.51289,0.699125,0.93423
21017,0.31031,0.709299,0.907483
21019,0.312796,0.768803,0.915287
21021,0.357505,0.749657,0.919406
21023,0.255856,0.725125,0.902302
21025,0.27187,0.797834,0.914009
21027,0.284472,0.730537,0.906128
21029,0.424981,0.633975,0.913006
21031,0.302514,0.727438,0.909125
21033,0.273239,0.733318,0.905297
21035,0.324557,0.709393,0.909539
21037,0.381506,0.709818,0.917611
21039,0.343913,0.734147,0.915151
21041,0.22909,0.720922,0.897209
21043,0.283739,0.739322,0.907053
21045,0.260196,0.731356,0.903454
21047,0.400118,0.886136,0.937639
21049,0.359917,0.715369,0.915142
21051,0.234696,0.779067,0.906829
21053,0.320178,0.78161,0.917918
21055,0.280472,0.730619,0.906143
21057,0.263194,0.773966,0.909659
21059,0.390985,0.725779,0.920883
21061,0.297622,0.703434,0.903755
21063,0.229661,0.719847,0.895458
21065,0.262319,0.762024,0.908524
21067,0.431745,0.767012,0.931
21069,0.256985,0.720157,0.901234
21071,0.257853,0.761572,0.906895
21073,0.352896,0.868283,0.931081
21075,0.289362,0.788706,0.915376
21077,0.317925,0.66734,0.900663
21079,0.343137,0.684985,0.908242
21081,0.316886,0.677698,0.902979
21083,0.315788,0.768513,0.916334
21085,0.312376,0.725323,0.909822
21087,0.289782,0.726907,0.907233
21089,0.301632,0.717702,0.907072
21091,0.321795,0.693982,0.906808
21093,0.393615,0.831581,0.932101
21095,0.253214,0.807041,0.912628
21097,0.272532,0.718171,0.902991
21099,0.301305,0.718765,0.907659
21101,0.316789,0.702141,0.907273
21103,0.322202,0.713887,0.909654
21105,0.293624,0.76395,0.912253
21107,0.285777,0.743759,0.908486
21109,0.251584,0.778757,0.908942
21111,0.362247,0.777797,0.923371
21113,0.368361,0.642756,0.905422
21115,0.290523,0.765094,0.911509
21117,0.363074,0.715483,0.915167
21119,0.258422,0.749244,0.905237
21121,0.246585,0.76473,0.905974
21123,0.329787,0.715974,0.910741
21125,0.267421,0.695169,0.89871
21127,0.243026,0.745008,0.902314
21129,0.253552,0.756682,0.906104
21131,0.221262,0.770227,0.903725
21133,0.24163,0.747157,0.902936
21135,0.256046,0.729368,0.902521
21137,0.292614,0.750662,0.910343
21139,0.351843,0.792183,0.92345
21141,0.344026,0.745915,0.916457
21143,0.300544,0.706032,0.905578
21145,0.375453,0.829866,0.930318
21147,0.219042,0.752067,0.900369
21149,0.261813,0.720157,0.902618
21151,0.381832,0.772839,0.924728
21153,0.248807,0.760291,0.905597
21155,0.287695,0.712036,0.904366
21157,0.36107,0.716325,0.914914
21159,0.238986,0.758862,0.904512
21161,0.320095,0.739896,0.913265
21163,0.360164,0.665737,0.907891
21165,0.273394,0.786701,0.911987
21167,0.314271,0.713939,0.908928
21169,0.316393,0.739172,0.912582
21171,0.311268,0.786792,0.917547
21173,0.309674,0.694002,0.904799
21175,0.262341,0.773178,0.909609
21177,0.295218,0.762242,0.912384
21179,0.361145,0.682676,0.910846
21181,0.284741,0.743114,0.90862
21183,0.271462,0.706444,0.90117
21185,0.345361,0.551181,0.884267
21187,0.292525,0.677115,0.899827
21189,0.237797,0.797565,0.909352
21191,0.293016,0.671002,0.897952
21193,0.243305,0.766542,0.905488
21195,0.263906,0.743009,0.905414
21197,0.261821,0.729669,0.902642
21199,0.313349,0.75177,0.913082
21201,0.281484,0.721385,0.904812
21203,0.271436,0.729016,0.90462
21205,0.30607,0.740487,0.91012
21207,0.267907,0.786533,0.912119
21209,0.429991,0.634373,0.914085
21211,0.365233,0.694425,0.913144
21213,0.385715,0.708927,0.918125
21215,0.401984,0.644985,0.91009
21217,0.31944,0.748839,0.914395
21219,0.309993,0.732945,0.911073
21221,0.340289,0.741414,0.915629
21223,0.323168,0.668268,0.901652
21225,0.334788,0.817294,0.923774
21227,0.394223,0.713967,0.919839
21229,0.325562,0.717051,0.910839
21231,0.268493,0.755888,0.908388
21233,0.283375,0.720329,0.904974
21235,0.296653,0.786873,0.915239
21237,0.243736,0.774526,0.906084
21239,0.430564,0.680332,0.920624
22001,0.277181,0.69726,0.90021
22003,0.265414,0.710533,0.900077
22005,0.360351,0.640461,0.904009
22007,0.252492,0.681301,0.893828
22009,0.257616,0.724063,0.902017
22011,0.268895,0.685892,0.89754
22013,0.234322,0.735734,0.900674
22015,0.317155,0.757157,0.914319
22017,0.297823,0.7152,0.906622
22019,0.284103,0.701788,0.901802
22021,0.266088,0.723716,0.902723
22023,0.301097,0.66233,0.898476
22025,0.260344,0.77062,0.909479
22027,0.208814,0.69307,0.888713
22029,0.276889,0.744948,0.906902
22031,0.257595,0.700235,0.897854
22033,0.385596,0.818926,0.930491
22035,0.233831,0.776284,0.905772
22037,0.24924,0.687984,0.894285
22039,0.255038,0.729554,0.902848
22041,0.257774,0.753141,0.906441
22043,0.247003,0.705353,0.897455
22045,0.29023,0.701976,0.902839
22047,0.289636,0.74418,0.908622
22049,0.257365,0.730541,0.903318
22051,0.310949,0.738485,0.911511
22053,0.240718,0.677121,0.892221
22055,0.340026,0.68055,0.906893
22057,0.308922,0.738332,0.91071
22059,0.269518,0.697896,0.89924
22061,0.246764,0.693288,0.895931
22063,0.322072,0.622027,0.893857
22065,0.225655,0.748374,0.90062
22067,0.264835,0.75921,0.908382
22069,0.256957,0.725731,0.90218
22071,0.316159,0.82579,0.923182
22073,0.241574,0.697283,0.895544
22075,0.365928,0.784013,0.923832
22077,0.318092,0.720265,0.909926
22079,0.311247,0.749205,0.912945
22081,0.245449,0.718662,0.89951
22083,0.254642,0.746578,0.905033
22085,0.267796,0.719013,0.902428
22087,0.421516,0.820087,0.934319
22089,0.396759,0.684947,0.91603
22091,0.245942,0.663559,0.890146
22093,0.24343,0.673687,0.891722
22095,0.385948,0.660453,0.910238
22097,0.274853,0.729589,0.90509
22099,0.303251,0.674225,0.900462
22101,0.250169,0.712707,0.899297
22103,0.417635,0.684961,0.918519
22105,0.306226,0.702261,0.905868
22107,0.305624,0.797437,0.917822
22109,0.33154,0.686217,0.906284
22111,0.269141,0.714099,0.901126
22113,0.252399,0.652004,0.888356
22115,0.362275,0.845076,0.930086
22117,0.259804,0.746841,0.905629
22119,0.245662,0.723218,0.900502
22121,0.273535,0.722226,0.903781
22123,0.246743,0.743657,0.903857
22125,0.242606,0.569842,0.868368
22127,0.233597,0.708933,0.896483
23001,0.294656,0.713987,0.90489
23003,0.309839,0.754379,0.912948
23005,0.361509,0.731219,0.917448
23007,0.317814,0.673225,0.9025
23009,0.319707,0.724714,0.910134
23011,0.341786,0.79383,0.921735
23013,0.30295,0.715132,0.906641
23015,0.316613,0.706052,0.906664
23017,0.2665,0.677898,0.895424
23019,0.304357,0.736508,0.909389
23021,0.26855,0.700462,0.89911
23023,0.379151,0.8141,0.928886
23025,0.267574,0.682194,0.896148
23027,0.275566,0.69135,0.899043
23029,0.27491,0.745253,0.906593
23031,0.365837,0.717678,0.916009
24001,0.321756,0.774964,0.917201
24003,0.528114,0.81502,0.946728
24005,0.426986,0.776644,0.931269
24009,0.561587,0.751308,0.945398
24011,0.357386,0.772502,0.921567
24013,0.46339,0.719792,0.929603
24015,0.396642,0.711149,0.919665
24017,0.519758,0.781987,0.943172
24019,0.371223,0.786084,0.924732
24021,0.513068,0.791401,0.943219
24023,0.338015,0.727501,0.913888
24025,0.522553,0.793754,0.944446
24027,0.565372,0.798266,0.94991
24029,0.385231,0.769352,0.924975
24031,0.510261,0.847292,0.946746
24033,0.501891,0.829039,0.944776
24035,0.462178,0.713027,0.928794
24037,0.547682,0.850947,0.95145
24039,0.27517,0.74585,0.907677
24041,0.385438,0.768346,0.924473
24043,0.329873,0.719705,0.911809
24045,0.399032,0.718381,0.920946
24047,0.424386,0.752265,0.928325
24510,0.316688,0.838585,0.924707
25001,0.350294,0.766089,0.920018
25003,0.308387,0.737238,0.910288
25005,0.286739,0.750479,0.910182
25007,0.480457,0.722948,0.93257
25009,0.326546,0.778872,0.91827
25011,0.295843,0.695521,0.902388
25013,0.312855,0.734919,0.910909
25015,0.348374,0.707627,0.912387
25017,0.366035,0.786639,0.924963
25019,0.531259,0.666461,0.933483
25021,0.374474,0.720095,0.918091
25023,0.35701,0.713827,0.914292
25025,0.308439,0.83635,0.92356
25027,0.339144,0.711814,0.911875
26001,0.32973,0.755456,0.916214
26003,0.286998,0.719952,0.905017
26005,0.342662,0.694266,0.908699
26007,0.360267,0.755356,0.91978
26009,0.385227,0.708997,0.917891
26011,0.312646,0.726794,0.910218
26013,0.311971,0.715584,0.907643
26015,0.317334,0.596128,0.888132
26017,0.291401,0.730027,0.907153
26019,0.295087,0.690421,0.901458
26021,0.314816,0.7206,0.909508
26023,0.259426,0.640651,0.887794
26025,0.328448,0.741825,0.914341
26027,0.292576,0.633507,0.890154
26029,0.375096,0.676851,0.912013
26031,0.319393,0.684525,0.904738
26033,0.298494,0.749928,0.910985
26035,0.280417,0.718865,0.904249
26037,0.369437,0.562211,0.890324
26039,0.335034,0.724626,0.912527
26041,0.278698,0.726503,0.904884
26043,0.364659,0.740535,0.918651
26045,0.391038,0.68263,0.915035
26047,0.402111,0.695127,0.918545
26049,0.316208,0.72229,0.910068
26051,0.288009,0.709873,0.904148
26053,0.273059,0.741818,0.90687
26055,0.356509,0.705607,0.912505
26057,0.263708,0.687136,0.896665
26059,0.293629,0.647593,0.894307
26061,0.317574,0.737196,0.912189
26063,0.313709,0.723738,0.909989
26065,0.352413,0.827971,0.927288
26067,0.247994,0.5925,0.875612
26069,0.324681,0.726323,0.91171
26071,0.2846,0.746132,0.908132
26073,0.25423,0.572069,0.872271
26075,0.268807,0.679584,0.896083
26077,0.334013,0.725365,0.913001
26079,0.277892,0.623849,0.887275
26081,0.360058,0.681574,0.910591
26083,0.364355,0.729639,0.916974
26085,0.252419,0.710826,0.899027
26087,0.326069,0.629787,0.895438
26089,0.428749,0.653459,0.916429
26091,0.328354,0.676331,0.904727
26093,0.387663,0.574315,0.896305
26095,0.291153,0.710855,0.904429
26097,0.395155,0.737607,0.922873
26099,0.380283,0.728785,0.919271
26101,0.30594,0.70614,0.906311
26103,0.294477,0.708573,0.904185
26105,0.313769,0.713917,0.908579
26107,0.316421,0.699654,0.906119
26109,0.291145,0.693656,0.902263
26111,0.299909,0.655093,0.89718
26113,0.261416,0.643277,0.888683
26115,0.309926,0.644021,0.896409
26117,0.313003,0.683089,0.903757
26119,0.347481,0.748829,0.916753
26121,0.32501,0.689001,0.906344
26123,0.254297,0.62634,0.884221
26125,0.37415,0.704736,0.915491
26127,0.298829,0.680364,0.901207
26129,0.337862,0.711676,0.910621
26131,0.318275,0.75143,0.913684
26133,0.29993,0.700429,0.90453
26135,0.319803,0.69177,0.905586
26137,0.38856,0.681882,0.914617
26139,0.438957,0.663661,0.919638
26141,0.341668,0.736616,0.914865
26143,0.346238,0.743893,0.916296
26145,0.324308,0.717529,0.91034
26147,0.327023,0.664193,0.902468
26149,0.298032,0.654483,0.896012
26151,0.298074,0.696422,0.903379
26153,0.305663,0.745466,0.911143
26155,0.340481,0.678001,0.905947
26157,0.295847,0.680111,0.900704
26159,0.286584,0.695346,0.901024
26161,0.377224,0.763378,0.92286
26163,0.282086,0.742927,0.908575
26165,0.351735,0.763254,0.919372
27001,0.364924,0.748356,0.919695
27003,0.488198,0.643233,0.923736
27005,0.324691,0.73843,0.913392
27007,0.320622,0.73001,0.911319
27009,0.40075,0.689241,0.916979
27011,0.379187,0.779436,0.92582
27013,0.409139,0.714128,0.921965
27015,0.335455,0.704857,0.910592
27017,0.349077,0.707546,0.911857
27019,0.457019,0.608906,0.914324
27021,0.408479,0.758867,0.926934
27023,0.334303,0.755253,0.91728
27025,0.434708,0.639522,0.915429
27027,0.441601,0.733003,0.927736
27029,0.331481,0.745219,0.915196
27031,0.429644,0.775827,0.931124
27033,0.379208,0.731725,0.920289
27035,0.414542,0.739216,0.92559
27037,0.540595,0.707582,0.938582
27039,0.418568,0.66119,0.91599
27041,0.360754,0.728558,0.916446
27043,0.355279,0.755205,0.919933
27045,0.357775,0.761131,0.920481
27047,0.373627,0.725979,0.918623
27049,0.368046,0.701922,0.914392
27051,0.374741,0.778445,0.924856
27053,0.417248,0.776444,0.930211
27055,0.3792,0.680454,0.913449
27057,0.354393,0.700228,0.911371
27059,0.508458,0.677099,0.930671
27061,0.368338,0.742435,0.919055
27063,0.378951,0.744371,0.92164
27065,0.352453,0.664045,0.906651
27067,0.415492,0.734038,0.925352
27069,0.351936,0.81276,0.925352
27071,0.342363,0.735273,0.915354
27073,0.380643,0.777591,0.925703
27075,0.385906,0.781644,0.926377
27077,0.388269,0.759828,0.92398
27079,0.428917,0.681468,0.919984
27081,0.315492,0.764765,0.915802
27083,0.400956,0.727885,0.922597
27085,0.414825,0.702012,0.921222
27087,0.299322,0.752088,0.911693
27089,0.373254,0.786528,0.925519
27091,0.355728,0.720872,0.915128
27093,0.386921,0.688592,0.915511
27095,0.369127,0.733656,0.918314
27097,0.37022,0.747601,0.920248
27099,0.303649,0.723709,0.908458
27101,0.349794,0.735439,0.916853
27103,0.418256,0.645459,0.913672
27105,0.381643,0.711217,0.918147
27107,0.3413,0.790308,0.921878
27109,0.458922,0.673811,0.924169
27111,0.352923,0.737045,0.917351
27113,0.36263,0.76013,0.921026
27115,0.322333,0.695149,0.906956
27117,0.312944,0.772135,0.915861
27119,0.316377,0.761673,0.914631
27121,0.401018,0.746837,0.924907
27123,0.357073,0.790163,0.924284
27125,0.37986,0.755701,0.922584
27127,0.332793,0.731395,0.914136
27129,0.347017,0.776886,0.921419
27131,0.407798,0.678294,0.916523
27133,0.348914,0.7173,0.913867
27135,0.376343,0.730174,0.918627
27137,0.299875,0.741167,0.910089
27139,0.604323,0.61063,0.937673
27141,0.444371,0.562156,0.903601
27143,0.370233,0.685381,0.912972
27145,0.463906,0.719169,0.929513
27147,0.36951,0.664753,0.909675
27149,0.389196,0.773744,0.925965
27151,0.366663,0.779136,0.924166
27153,0.340407,0.714581,0.91265
27155,0.323741,0.794839,0.920092
27157,0.405175,0.729858,0.923612
27159,0.311967,0.748171,0.913147
27161,0.371353,0.708682,0.916099
27163,0.506054,0.587418,0.919561
27165,0.372616,0.699587,0.915435
27167,0.382074,0.767973,0.924474
27169,0.311292,0.678716,0.903221
27171,0.532218,0.646763,0.931037
27173,0.37829,0.770508,0.924709
28001,0.27113,0.720779,0.902789
28003,0.294453,0.70689,0.904855
28005,0.238597,0.69845,0.895077
28007,0.246286,0.716746,0.899477
28009,0.258442,0.69769,0.896867
28011,0.264877,0.753815,0.907667
28013,0.286103,0.744724,0.908624
28015,0.232111,0.665265,0.88788
28017,0.292344,0.736919,0.909217
28019,0.277622,0.709448,0.90263
28021,0.259821,0.711948,0.899795
28023,0.253298,0.713145,0.900273
28025,0.266811,0.696572,0.898749
28027,0.282074,0.78125,0.912986
28029,0.267628,0.733293,0.904646
28031,0.275675,0.703754,0.90097
28033,0.501975,0.642579,0.925765
28035,0.332014,0.807072,0.922725
28037,0.253302,0.702197,0.898348
28039,0.28625,0.672289,0.898008
28041,0.236769,0.574416,0.869156
28043,0.320849,0.749731,0.914603
28045,0.382752,0.807015,0.928095
28047,0.404554,0.776354,0.928469
28049,0.362428,0.795605,0.925203
28051,0.246729,0.772296,0.90792
28053,0.288011,0.782675,0.914023
28055,0.277525,0.790902,0.9133
28057,0.295485,0.734875,0.908772
28059,0.385466,0.707976,0.917897
28061,0.247232,0.70172,0.896945
28063,0.260213,0.798078,0.912447
28065,0.286133,0.737304,0.907554
28067,0.289677,0.715659,0.904889
28069,0.273839,0.737728,0.905907
28071,0.290701,0.696471,0.902288
28073,0.353435,0.57096,0.88918
28075,0.291216,0.729595,0.907525
28077,0.324923,0.754151,0.915196
28079,0.242135,0.700156,0.89629
28081,0.345362,0.697162,0.909998
28083,0.285329,0.818643,0.91838
28085,0.259651,0.686942,0.896466
28087,0.337165,0.756216,0.917563
28089,0.417281,0.727209,0.924379
28091,0.250567,0.716734,0.899523
28093,0.250834,0.705933,0.897633
28095,0.299047,0.694048,0.903519
28097,0.29777,0.770063,0.913583
28099,0.29734,0.7232,0.907904
28101,0.311194,0.750643,0.91341
28103,0.252753,0.732224,0.902781
28105,0.329843,0.731671,0.913008
28107,0.25806,0.722739,0.901468
28109,0.290573,0.697642,0.9024
28111,0.268415,0.664496,0.893547
28113,0.257037,0.724546,0.902181
28115,0.274249,0.634756,0.889686
28117,0.294756,0.705948,0.904863
28119,0.25103,0.774398,0.90885
28121,0.402242,0.679324,0.916315
28123,0.305867,0.710209,0.906646
28125,0.275809,0.78734,0.913519
28127,0.293129,0.74269,0.910128
28129,0.25524,0.657627,0.890269
28131,0.289141,0.697965,0.902475
28133,0.261987,0.73084,0.903709
28135,0.231727,0.735006,0.899838
28137,0.291962,0.697275,0.902773
28139,0.27011,0.70732,0.900725
28141,0.328448,0.715376,0.910124
28143,0.358827,0.728298,0.916474
28145,0.281838,0.662261,0.89568
28147,0.237723,0.694593,0.894468
28149,0.274818,0.790842,0.913744
28151,0.294746,0.773482,0.913764
28153,0.248162,0.660225,0.890011
28155,0.271163,0.722349,0.904054
28157,0.212017,0.69943,0.891015
28159,0.290091,0.723094,0.906453
28161,0.273931,0.747398,0.908197
28163,0.241392,0.74548,0.903086
29001,0.292216,0.731861,0.907485
29003,0.313684,0.674665,0.902138
29005,0.326318,0.748923,0.915069
29007,0.319385,0.704167,0.907449
29009,0.309572,0.699106,0.905943
29011,0.287648,0.697282,0.902228
29013,0.256158,0.697821,0.898002
29015,0.298852,0.728934,0.908571
29017,0.249624,0.698826,0.896481
29019,0.389972,0.723856,0.920332
29021,0.297161,0.710984,0.905483
29023,0.307058,0.763922,0.913571
29025,0.259388,0.680951,0.895516
29027,0.339672,0.73016,0.91394
29029,0.383794,0.670483,0.912462
29031,0.358453,0.713226,0.914334
29033,0.311218,0.752355,0.912947
29035,0.306273,0.736869,0.909862
29037,0.397148,0.689281,0.916783
29039,0.233724,0.724913,0.898524
29041,0.275244,0.737989,0.906873
29043,0.452625,0.771173,0.93316
29045,0.27812,0.704466,0.901381
29047,0.393983,0.657388,0.911918
29049,0.357642,0.68628,0.910781
29051,0.4105,0.868052,0.937262
29053,0.288712,0.684156,0.900141
29055,0.287339,0.671138,0.897948
29057,0.258327,0.714375,0.901112
29059,0.274964,0.682362,0.897883
29061,0.283769,0.689802,0.900153
29063,0.233334,0.575033,0.868084
29065,0.301522,0.734215,0.908997
29067,0.294943,0.684323,0.900952
29069,0.296388,0.774946,0.914004
29071,0.347735,0.673658,0.907299
29073,0.274525,0.695038,0.89942
29075,0.302581,0.769009,0.914291
29077,0.386863,0.713857,0.918911
29079,0.291503,0.748028,0.910324
29081,0.2752,0.730638,0.905724
29083,0.319791,0.729941,0.911799
29085,0.251744,0.709546,0.898944
29087,0.312599,0.775465,0.916548
29089,0.270541,0.736757,0.905847
29091,0.303743,0.708726,0.906283
29093,0.255273,0.728941,0.902588
29095,0.372719,0.782407,0.925126
29097,0.335396,0.716191,0.911907
29099,0.386068,0.663055,0.911164
29101,0.368769,0.776983,0.92369
29103,0.269524,0.753408,0.908142
29105,0.29374,0.697763,0.903392
29107,0.34106,0.718435,0.912328
29109,0.283276,0.674115,0.898371
29111,0.286904,0.748381,0.909399
29113,0.324403,0.638651,0.896869
29115,0.283167,0.736936,0.907641
