fips,value
1001,0.53952159523185
1003,0.599499274577798
1005,0.402320403597145
1007,0.381915451730362
1009,0.539559709268953
1011,0.390378984765062
1013,0.29701964721558
1015,0.403577983996981
1017,0.405846112083524
1019,0.362673245780046
1021,0.430829270405218
1023,0.333268073147961
1025,0.390718239561237
1027,0.499439649859847
1029,0.508010837007568
1031,0.559510862487429
1033,0.460831185142852
1035,0.275417569301802
1037,0.404124537208697
1039,0.424752999462355
1041,0.403168639081216
1043,0.494819389377293
1045,0.475780164202926
1047,0.218681487850417
1049,0.503922988533548
1051,0.579789135971423
1053,0.348561818031547
1055,0.464480631614862
1057,0.360480727961161
1059,0.441192025498042
1061,0.41277612580843
1063,0.127952063430843
1065,0.296744375392716
1067,0.462232081885523
1069,0.505092304277622
1071,0.475853544599846
1073,0.478440892199903
1075,0.310013830846433
1077,0.509397236183521
1079,0.404599745901236
1081,0.598176643938641
1083,0.538456204085456
1085,0.290744982413091
1087,0.161384389146271
1089,0.581482493330428
1091,0.343600310736976
1093,0.324815323104447
1095,0.481684002810274
1097,0.412224449433648
1099,0.459632071220578
1101,0.40024918749206
1103,0.526476240532734
1105,0.305407026607658
1107,0.359780128012355
1109,0.404775232077984
1111,0.386553577585761
1113,0.383279039512707
1115,0.506857282065607
1117,0.701224558884285
1119,0.196082067539092
1121,0.375839857871246
1123,0.439327736861795
1125,0.530430111455719
1127,0.437858455090544
1129,0.458280226012968
1131,0.292384249593106
1133,0.405130963002401
2013,0.745562225660314
2016,0.752321263977729
2020,0.486732014194852
2050,0.151991739538315
2060,0.730407517236477
2068,0.616740863449711
2070,0.250225945783495
2090,0.573818422168511
2100,0.337657357521767
2105,0.228161450735208
2110,0.495594353314571
2122,0.482080273862733
2130,0.393368319640049
2150,0.584325462280489
2164,0.453553404968911
2170,0.457338661114543
2180,0.195074306393163
2185,0.571470561043683
2188,0.242912702549202
2195,0.421512721297366
2198,0.179551137510313
2220,0.373128690963147
2230,0.880117555911822
2240,0.513241742641942
2261,0.586569721746737
2270,0.0272337581472668
2275,0.256504767546362
2282,0.346719231347026
2290,0
4001,0.329760468518812
4003,0.453537694439657
4005,0.539525131407106
4007,0.436011880807719
4009,0.406606630891131
4011,0.489117945765535
4012,0.359211776883534
4013,0.543926816747983
4015,0.412051363707522
4017,0.312108010567792
4019,0.453704343526172
4021,0.556802829814634
4023,0.391328343282326
4025,0.478760894939391
4027,0.4184399770785
5001,0.43872277759481
5003,0.295699694691994
5005,0.476210376028924
5007,0.643041761875352
5009,0.42537362581846
5011,0.278099180943931
5013,0.53153842806179
5015,0.436611001498481
5017,0.284470105563363
5019,0.503566472849811
5021,0.399690127536642
5023,0.606529108700817
5025,0.307325518179112
5027,0.347890361824289
5029,0.397307588997291
5031,0.463636490360751
5033,0.466536698054872
5035,0.389778420203733
5037,0.443981450898532
5039,0.49920712811686
5041,0.152114654803395
5043,0.330796453900104
5045,0.569260340094328
5047,0.443051231580699
5049,0.366563810234802
5051,0.501987358767687
5053,0.58394858487902
5055,0.417675947946008
5057,0.47438732547195
5059,0.574444560379739
5061,0.53534014915432
5063,0.461370003954276
5065,0.43606487892197
5067,0.334270804346018
5069,0.309618559333573
5071,0.463399533052771
5073,0.39532128436328
5075,0.40800217332175
5077,0.177635808878461
5079,0.290175979372627
5081,0.597368426680443
5083,0.452828097068032
5085,0.592604644243341
5087,0.458010830254021
5089,0.397081583027302
5091,0.45263592925082
5093,0.374142531712683
5095,0.236497293754605
5097,0.45234754414105
5099,0.382472208102502
5101,0.412985679464929
5103,0.349508617562367
5105,0.514872588281802
5107,0.172521139879496
5109,0.477193139718555
5111,0.327531268619878
5113,0.397423534123504
5115,0.534789646807593
5117,0.427211363321808
5119,0.496269030223304
5121,0.378822248624351
5123,0.320912434041054
5125,0.540136832636442
5127,0.376233177124032
5129,0.43336157925263
5131,0.456136318459766
5133,0.475540724330288
5135,0.375598757129888
5137,0.449277922813357
5139,0.426512509219643
5141,0.385707514103574
5143,0.538141444063728
5145,0.543610435181894
5147,0.259636523642383
5149,0.50603910212481
6001,0.611692646213732
6003,0.721343234609808
6005,0.556411872728855
6007,0.515194791273725
6009,0.627480493600916
6011,0.597723757171574
6013,0.679358412283912
6015,0.396866647842537
6017,0.675502721382478
6019,0.38403425976896
6021,0.49621927382465
6023,0.546257642449551
6025,0.464068875574808
6027,0.574827533498527
6029,0.457609704776473
6031,0.545792752633888
6033,0.39503906184562
6035,0.5804036268776
6037,0.602067759144924
6039,0.489808729849167
6041,0.752175916942055
6043,0.555653981426854
6045,0.506106329522305
6047,0.412151252828044
6049,0.427314325677139
6051,0.790944999287819
6053,0.688788096466252
6055,0.716700207542945
6057,0.659994770087216
6059,0.706834528730965
6061,0.723784026762802
6063,0.552381780425995
6065,0.604117048345071
6067,0.474299238194609
6069,0.602762524940037
6071,0.513609045679659
6073,0.684671906224562
6075,0.649055699984912
6077,0.498769823153319
6079,0.697879890219532
6081,0.802465146357053
6083,0.675547334260092
6085,0.709461567311776
6087,0.639929214360288
6089,0.519729341770792
6091,0.676118900965898
6093,0.394107434470691
6095,0.609097935514743
6097,0.658909547409683
6099,0.47094152899989
6101,0.525734416159403
6103,0.452488372251769
6105,0.571350441646603
6107,0.338706432770522
6109,0.492919504335029
6111,0.68127098625876
6113,0.627344065505366
6115,0.377807004542099
8001,0.595199641116931
8003,0.31360880098892
8005,0.637111482167035
8007,0.661524007164431
8009,0.638609177848315
8011,0.419456690186176
8013,0.71114987956465
8014,0.724562163672261
