fips,raw1,scaled1,raw3,scaled3,raw5,scaled5,raw6,scaled6,raw7,scaled7,raw11,scaled11,raw12,scaled12,raw14,scaled14,raw68,scaled68,raw15,scaled15,raw21,scaled21,raw23,scaled23,raw24,scaled24,raw25a,scaled25a,raw25b,scaled25b,raw26,scaled26,raw32,scaled32,raw38,scaled38,raw42,scaled42,raw43,scaled43,raw44,scaled44,raw48,scaled48,raw49,scaled49,raw51,scaled51,raw54,scaled54,raw55,scaled55,raw56,scaled56,raw57,scaled57,raw60,scaled60,raw63,scaled63,raw64,scaled64,raw65,scaled65,raw66,scaled66,raw67,scaled67,raw69,scaled69,raw73,scaled73,raw74,scaled74,raw75,scaled75,raw78,scaled78,raw902,scaled902,raw102,scaled102,raw101,scaled101,raw103,scaled103,raw104,scaled104,raw105,scaled105,raw106,scaled106,raw107,scaled107,raw108,scaled108
1001,4.0,0.71209312777,3.48170273589,0.477069777359,53049.0,0.649547085075,149.713217643,0.362053225015,,,0.916237562075,0.340823696437,0.841133444139,0.506790398962,88.3650127541,0.824810178089,3.284785556,0.449707417949,9.61714879698,0.496283867409,4071.75972586,0.387837078567,5.86392039728,0.429420446644,57.1732238735,0.356941562317,68.8,0.651852895865,85.0,0.454444774874,13.0,0.618604262447,0.0,0.0,18.0,0.357327414731,4117.57160397,0.545333534878,77.0,0.342478576793,74.9,0.432906895938,30.0,0.680654317223,78.7128713,0.348156277165,2.69,0.656323306629,0.0,1.0,26.77795899,0.358045902273,1.0,0.711646334957,0.663355994942,0.461482558164,15.3,0.457135949918,4.2,0.544026123851,14.4,0.495761255853,35.8,0.573984262225,11.9,0.608045405278,5.7,0.573970661398,5.50292279782,0.540530011634,11.0,0.153818171629,67.7,0.629924881662,17.8320290157,0.566655010776,13.3770684063,0.517570877413,6.7646454465,0.12473049582,15.0,0.431533548159,0.208733,0.930091370748,12.8,0.402655172619,18.7,0.473812537645,28.7,0.449737741577,13.6193,0.507820817236,83.0,0.451958726119,14.4417,0.782258384969
1003,4.0,0.71209312777,5.21219104052,0.583722369595,47618.0,0.588920182593,267.248237456,0.584984589515,16.09,0.422300642191,1.48135955888,0.470121250914,1.69834392597,0.564595895857,84.1966713001,0.765028795894,2.14782716,0.527306075956,8.11193583519,0.418653803143,5741.53018956,0.665001826438,4.11488766357,0.395659818068,62.2171014731,0.375237535127,66.1,0.595979726254,81.0,0.340766771709,16.0,0.532499950559,4.79155807917,0.399859908452,18.0,0.357327414731,4443.53002496,0.496419697173,87.0,0.627156550593,76.6,0.564078314433,28.0,0.719711775733,87.7446296,0.563695047166,1.92,0.696161185274,1.0,1.0,22.98740844,0.512060317533,1.8,0.532531581541,0.956848544701,0.40707487983,14.0,0.503620290672,4.4,0.498846011378,10.9,0.581144598885,39.4,0.504434256279,13.3,0.567351174821,5.8,0.567690348047,4.49071407017,0.600376246036,16.0,0.383953754883,53.2,0.526456695731,17.0463408866,0.561983930714,12.1800674842,0.491015382245,4.96610767181,0.085218512451,30.0,0.691798483648,0.024616,0.371631364438,12.8,0.402655172619,18.6,0.477610328634,25.2,0.560995845927,14.7079,0.473668741689,80.0,0.38632701673,87.4515,0.533736652266
1005,3.0,0.445522685338,5.09888188804,0.578059876939,33074.0,0.344657023592,168.991514004,0.408844451818,,,2.18523509488,0.563635777383,0.678061106867,0.488196814644,93.0773562328,0.89430908356,4.135869371,0.404954995603,9.69174334414,0.499590152345,4293.98696143,0.440617151621,16.0250573624,0.524333891659,92.5082856831,0.463960263358,61.8,0.511306041957,86.0,0.487323763106,18.0,0.479014098742,0.0,0.0,15.0,0.172899110446,4858.50602761,0.433072778803,77.0,0.342478576793,74.5,0.403890866906,41.0,0.486025203619,73.0958439,0.249533891987,6.85,0.526014035532,53.0,0.146607282099,21.90698183,0.558986408332,1.6,0.571044172616,11.6290927632,0.114844537605,20.3,0.29896438958,5.5,0.302823533976,26.3,0.291490906063,50.6,0.309153474833,25.3,0.311924622234,10.0,0.349583678323,8.15821102087,0.403629572062,18.0,0.447973212284,55.0,0.540056296718,10.0579064185,0.507783008453,8.37673453036,0.389057965569,5.54069329999,0.0978415544043,18.0,0.490610395538,0.169846,0.85551445081,14.9,0.255246949398,21.4,0.378400021618,32.9,0.310383500159,17.5597,0.393361072295,80.5303,0.397360409059,7.4385,0.859056884381
1007,2.0,0.205140345291,3.92755836788,0.509526869365,35472.0,0.396806591447,120.008727907,0.276359192292,,,2.61837224525,0.604040546478,0.963728472715,0.518316068511,92.8564788994,0.891006759802,3.458580095,0.43986095942,8.06612179795,0.415906016171,3900.93825005,0.342077330197,11.7826751036,0.495442609828,72.4416321187,0.408701617852,61.7,0.509400041023,83.0,0.394205291306,15.0,0.560343823073,36.0753509361,0.632285944236,15.0,0.172899110446,4363.95374209,0.508431615449,82.0,0.469955204265,73.2,0.314205760667,37.0,0.553351381184,69.8959615,0.203495991636,0.98,0.766006239726,0.0,1.0,22.69692341,0.524532047716,1.2,0.659486669719,9.57451451015,0.133366158988,16.3,0.423086478913,4.5,0.477580665368,22.5,0.347127177524,50.3,0.31403561361,20.9,0.391551342507,6.8,0.508379996477,8.59262491818,0.383269355959,17.0,0.417367883325,49.9,0.500872513948,13.0103343817,0.534113486733,10.473488981,0.449125067404,8.14411839802,0.15503606576,14.0,0.410690736716,,,14.3,0.295530309667,21.0,0.391735633219,33.2,0.300200076093,12.9993,0.528312816689,81.0,0.407332922661,,
1009,3.0,0.445522685338,2.4423432539,0.378467664283,42906.0,0.525662061752,115.139039112,0.260270569762,14.66,0.487467292743,1.22117162695,0.420056903934,1.08564834919,0.528273912734,77.5666218035,0.673308112712,3.269379844,0.450600491083,6.24308473187,0.279320067202,4146.22657967,0.406314959944,5.05913959736,0.415370486138,45.8811625554,0.310304846418,59.9,0.475584022501,86.0,0.487323763106,18.0,0.479014098742,0.0,0.0,18.0,0.357327414731,4216.53117477,0.530565105019,76.0,0.320171757594,76.1,0.524146625693,33.0,0.624444074344,79.1938402,0.35776011763,9.65,0.469827604614,0.0,1.0,24.60835281,0.444300622726,1.4,0.61306304243,0.713513136318,0.450382527364,16.8,0.406565951767,4.0,0.593141733546,23.0,0.339410199464,43.9,0.422516901464,16.5,0.485632707533,5.6,0.580321703187,5.50225044486,0.540568042136,17.0,0.417367883325,65.2,0.61299426589,24.1944489249,0.598459560271,8.72265447821,0.399771558723,9.07652751698,0.175520113479,17.0,0.471442808603,,,13.8,0.330171068856,19.4,0.447792527204,28.5,0.456218764521,12.3395,0.551044821416,84.9754,0.499616951228,5.1976,0.897663222275
1011,2.0,0.205140345291,1.83250870442,0.29507185516,25969.0,0.142232936891,102.620487447,0.215503489169,,,1.83250870442,0.522450166396,0.321127800837,0.420384863175,93.2338308458,0.896651169682,7.285560969,0.2863615507,10.8087888034,0.544385405219,4093.82444567,0.393400075968,34.8176653839,0.596683620332,162.177020341,0.598040911472,51.7,0.333376186398,77.0,0.251825650355,18.0,0.479014098742,0.0,0.0,15.0,0.172899110446,4636.24702217,0.467146288303,77.0,0.342478576793,71.9,0.23126419657,36.0,0.570747100347,68.3079678,0.183094049154,0.33,0.856331337084,15.0,0.429543281825,22.26498076,0.543272426087,1.9,0.514383460863,15.0448964633,0.0912423054959,18.5,0.352660890753,5.3,0.333127147698,32.2,0.216327713158,44.9,0.404985941582,31.1,0.222128905928,12.0,0.26644396681,8.41121495327,0.39171433336,17.0,0.417367883325,57.7,0.560018872217,7.54650331966,0.478644961487,10.9950522265,0.462495056525,5.9329161268,0.106458277405,17.0,0.471442808603,0.182774,0.881414356509,15.5,0.216270598599,22.3,0.349298900769,33.1,0.303597846336,15.3743,0.453798990664,82.5,0.440467919292,27.8707,0.698741525542
1013,3.0,0.445522685338,6.20613930396,0.628101958126,29500.0,0.253436535244,187.616365112,0.449151117749,14.05,0.516487002335,1.43218599322,0.461549902371,0.386185376705,0.437616238307,84.0075122797,0.762354232329,4.652357458,0.381337062813,10.0573515062,0.515186462861,4741.01303289,0.528372859643,16.2314412565,0.525533411687,144.650785315,0.569885222071,60.3,0.483018086858,86.0,0.487323763106,17.0,0.505411105131,0.0,0.0,15.0,0.172899110446,5260.89654843,0.370569390622,80.0,0.415642726628,73.0,0.301016771872,37.0,0.553351381184,76.6186688,0.308546097095,1.45,0.726793962918,50.0,0.159916934732,24.13710794,0.463689824002,2.4,0.4324308875,1.45605575977,0.348789009755,20.7,0.287453236294,5.1,0.365503719406,23.7,0.328821294976,44.9,0.404985941582,28.1,0.266759654744,9.3,0.381180666787,10.5074712369,0.29855969425,12.0,0.211096118469,58.6,0.566562177204,11.8430182189,0.52447205672,11.4574879458,0.473915334198,5.93972372579,0.106607833195,18.0,0.490610395538,0.121947,0.746754208545,16.4,0.160061082447,22.8,0.333643371654,34.4,0.259172375475,18.589,0.367066869854,68.0,0.193253749897,29.5625,0.69087128968
1015,3.0,0.445522685338,2.7831191175,0.415336809543,37916.0,0.44400450601,194.902675168,0.463821256093,14.32,0.503546143488,2.02408663091,0.54594284592,3.96125888807,0.628876700473,94.7860283037,0.920002585885,2.64551813,0.490015160852,15.8121045862,0.676060498844,4486.05066964,0.481011086278,5.39756434909,0.421536797083,107.276591438,0.498341752288,57.0,0.423067040384,81.0,0.340766771709,15.0,0.560343823073,0.0,0.0,18.0,0.357327414731,4906.72334109,0.425637723397,77.0,0.342478576793,73.1,0.307591411766,41.0,0.486025203619,85.0861032,0.492096013687,4.31,0.594515418983,0.0,1.0,22.87723915,0.516778095579,1.5,0.591566761033,1.06517558952,0.391783460172,18.9,0.340446385881,5.2,0.349042612655,21.4,0.364582653085,43.1,0.436709839768,23.5,0.343074075156,7.3,0.480803582624,8.13176803967,0.404884395402,14.0,0.306750708303,71.4,0.654382624761,46.3797394812,0.667314897482,14.5902911311,0.542541402312,8.14121576962,0.154972298066,16.0,0.451766092095,,,14.8,0.261867480319,23.8,0.303353304621,33.6,0.28657619642,14.5308,0.479076592447,83.0032,0.452032998379,95.759,0.519468822043
1017,3.0,0.445522685338,2.33815577963,0.36601745859,30061.0,0.26899865968,150.518778314,0.364128350458,13.85,0.526174285197,2.33815577963,0.578970085478,1.34108705164,0.545636445414,75.6260575296,0.647262383308,4.426159574,0.391404355563,9.50598576648,0.491274562619,4947.53762969,0.562300896376,11.9830483706,0.497030068727,127.137220517,0.538637323934,62.3,0.520879165876,86.0,0.487323763106,16.0,0.532499950559,60.2075113254,0.696246688263,15.0,0.172899110446,5614.49656583,0.314821077987,61.0,0.0874930046965,73.8,0.354736151048,45.0,0.421925043586,81.3799622,0.403910546304,7.77,0.505926226978,0.0,1.0,22.51351746,0.532460489331,2.3,0.44779970458,1.00540698524,0.399981903634,21.1,0.276084743498,5.3,0.333127147698,24.9,0.311218099166,43.8,0.424282735652,28.5,0.260599214499,7.3,0.480803582624,8.08417360807,0.407147550967,13.0,0.261668166228,65.0,0.611625005196,19.9486698931,0.578311130062,18.4129767646,0.6113046651,6.67571218053,0.122776725499,15.0,0.431533548159,,,15.5,0.216270598599,20.8,0.398500612782,34.8,0.245393261007,17.4551,0.396105257836,75.7582,0.306274731494,,
1019,3.0,0.445522685338,3.84778175382,0.504036222345,34410.0,0.374491038385,145.83092847,0.351890385145,12.9,0.573436550929,1.53911270153,0.479742269231,0.722412858949,0.493706559768,68.779055542,0.558346177575,3.564252393,0.434068746541,7.77458655585,0.397774557371,6225.71087768,0.711908319497,10.3890107353,0.48358026291,94.2706529686,0.468302377434,61.0,0.49613856249,92.0,0.729024932593,17.0,0.505411105131,0.0,0.0,15.0,0.172899110446,5340.7210743,0.358050018925,76.0,0.320171757594,75.3,0.462613092606,37.0,0.553351381184,68.4857849,0.18530196128,7.37,0.514430201825,0.0,1.0,21.41675324,0.580780411588,1.5,0.591566761033,1.08892223633,0.388674563143,21.7,0.259289876784,5.1,0.365503719406,21.7,0.359754581255,46.1,0.384246341273,21.2,0.385724183556,5.7,0.573970661398,9.01150486744,0.364069338106,17.0,0.417367883325,47.9,0.484926577893,14.2676539642,0.54360267641,9.23467620917,0.414998652023,8.99482314669,0.173725154393,18.0,0.490610395538,,,14.2,0.302378226904,19.8,0.433349228033,31.0,0.374179578787,12.9677,0.529379121868,82.0,0.429202060663,23.0441,0.723697747969
