fips,Communication,Economy,Education,Food and Water,Government,Housing,Healthcare Delivery and Public Health Services,Nurturing and Care,Transportation,Population Well being,Engineered Systems,Vulnerability,Inequality,Deprivation,Social Cohesion,Event,Preparedness,Natural Systems
1021,0.445522685338,0.40199842797,0.386291532005,0.541529753122,0.370363999118,0.4444634147,0.465435375429,0.0,0.172899110446,0.379511684015,0.608518748224,0.468530048902,0.477580665368,0.437127696413,0.559749207955,0.136984867685,0.471442808603,
1023,0.445522685338,0.415844502633,0.411277750389,0.386366580511,0.548985832119,0.560771391133,0.459541989014,0.0,0.172899110446,0.316636063911,0.459273549734,0.402717809404,0.274391768667,0.361935067045,0.526882569895,0.124703841019,0.52757472095,0.792630058996
1025,0.445522685338,0.512961864713,0.500617894829,0.469839739488,0.562608529463,0.511244341123,0.460701922777,0.0,0.172899110446,0.351739595408,0.49904285811,0.433306664087,0.106146691251,0.348210646144,0.53785699374,0.113029034291,0.52757472095,0.623993935958
1027,0.445522685338,0.384993755066,0.566017280391,0.441097449739,0.515684588212,0.478100778636,0.490258736524,0.731747303719,0.172899110446,0.310724498527,0.448583509224,0.413373143814,0.365503719406,0.408594429533,0.509088424389,0.139571862862,0.471442808603,
1029,0.445522685338,0.387930701915,0.606616892474,0.430814783697,0.392757195224,0.485579106614,0.444809719916,0.0,0.172899110446,0.425837326426,0.519246411855,0.444278260883,0.349042612655,0.447876628285,0.534127897825,0.142241144554,0.471442808603,
1031,0.71209312777,0.467776359353,0.56921222046,0.498064463496,0.895419460861,0.508893861799,0.503973176727,0.0,0.172899110446,0.462082124106,0.665452079014,0.451465410286,0.333127147698,0.477875622256,0.526392781293,0.0936327789461,0.545437736011,0.687923794737
1033,0.445522685338,0.482207241964,0.474157203705,0.622260944019,0.521528178014,0.509493917633,0.55246507504,0.0,0.357327414731,0.353050796914,0.689722791825,0.452227665585,0.418472225517,0.446847214284,0.49906552971,0.265462876115,0.451766092095,
1035,0.205140345291,0.305341498256,0.54682612564,0.470128208976,0.565409981655,0.490712170585,0.424386749608,0.0,0.172899110446,0.307518794272,0.54840319409,0.461743462787,0.274391768667,0.312436646801,0.375465128676,0.102302446924,0.490610395538,0.668007317367
1037,0.205140345291,0.253045630252,0.253945034892,0.215049929438,0.432364368552,0.530627518261,0.492306131113,0.0,0.172899110446,0.355240887569,0.588753322213,0.466835147272,0.382540434207,0.390995917103,0.467541059446,0.132716646098,0.410690736716,
1039,0.71209312777,0.453307528467,0.507132513169,0.497298938466,0.531223249894,0.494080823228,0.47691845669,0.0,0.172899110446,0.336054996214,0.584268544139,0.39622584998,0.457127769375,0.413329948339,0.522770052293,0.0907488981157,0.58006316146,0.666990632819
1041,0.445522685338,0.433557384045,0.897709947371,0.546478773105,0.529514410341,0.543705792074,0.484827316385,0.0,0.172899110446,0.36703632912,0.456099028097,0.419616443893,0.274391768667,0.423700217985,0.523736500896,0.102061896077,0.509309275177,0.766180032418
1043,0.445522685338,0.476495184638,0.536604356189,0.617847640101,0.448528552244,0.494503435706,0.494350427427,0.0,0.357327414731,0.393573280003,0.619342162677,0.473291354686,0.418472225517,0.466294158219,0.560253138239,0.187649013428,0.596871811963,
1045,0.445522685338,0.421620910568,0.457270075183,0.564683074241,0.638155881608,0.527632120832,0.474860838608,0.0,0.172899110446,0.441039105706,0.751994436111,0.455384106195,0.365503719406,0.480121639738,0.478196008425,0.0910465959498,0.596871811963,0.705053884099
1047,0.445522685338,0.317909319716,0.223520161875,0.50789446124,0.648938507162,0.375454965908,0.44658442705,0.0,0.172899110446,0.250017585734,0.623556871184,0.419502637783,0.176180857982,0.266722998265,0.521825793997,0.124486010681,0.490610395538,0.90209759674
1049,0.445522685338,0.406740089678,0.508918482778,0.530812961933,0.37233282598,0.473989903246,0.477646890814,0.0,0.357327414731,0.410743238133,0.62042130385,0.460389442579,0.498846011378,0.413401970959,0.466599016263,0.186149821387,0.645512190974,
1051,0.71209312777,0.466537390673,0.325752371392,0.553610287389,0.445341940808,0.475191765607,0.508182483896,0.0,0.357327414731,0.487547269838,0.573560138871,0.446335142419,0.593141733546,0.546809938699,0.454722217277,0.12462813479,0.431533548159,0.954591541508
1053,0.445522685338,0.437134616129,0.410072718967,0.528313392072,0.455584850812,0.466135607612,0.439503771897,0.0,0.172899110446,0.28929676784,0.566732599358,0.386074225002,0.302823533976,0.342621218652,0.491808354384,0.0929073763221,0.509309275177,0.553663627504
1055,0.445522685338,0.424236489748,0.383558092136,0.63223689591,0.520542722152,0.491479679976,0.449856420419,0.0,0.357327414731,0.311172382114,0.567251311401,0.421863690462,0.43743961296,0.44400509041,0.56359410305,0.163498969577,0.58006316146,
1057,0.445522685338,0.396386547867,0.413154666767,0.526591443526,0.491714221237,0.58040854089,0.516514951125,0.754113957283,0.172899110446,0.2770989678,0.595568512895,0.400124095438,0.349042612655,0.347246270227,0.503665458395,0.194738486505,0.431533548159,
1059,0.205140345291,0.459922057644,0.58197557253,0.540737295841,0.471904879415,0.473622950155,0.478468769657,0.0,0.172899110446,0.325893014925,0.630979870946,0.444522493803,0.43743961296,0.399113770149,0.512632823081,0.244317926782,0.451766092095,
1061,0.445522685338,0.345385188973,0.521992410439,0.567544883917,0.520457546882,0.529867996487,0.49525377496,0.667110988104,0.172899110446,0.312410225217,0.612865476985,0.425857565439,0.418472225517,0.420546892607,0.486085235331,0.0850049657578,0.596871811963,0.613080129237
1063,0.205140345291,0.25723047292,0.253945034892,0.456073199354,0.599838285536,0.533438559752,0.495061587505,0.0,0.405302241362,0.238910297176,0.399629190603,0.414149718345,0.43743961296,0.26701841248,0.430790464051,0.15200456552,0.410690736716,0.966435203173
1065,0.205140345291,0.302818223309,0.411998949168,0.534058721438,0.597349539061,0.437404948868,0.437358596861,0.0,0.172899110446,0.315211583764,0.591330528786,0.375713802347,0.317729445601,0.339133760962,0.443532265202,0.147219481583,0.431533548159,0.955166067786
1067,0.445522685338,0.478557448899,0.337432840026,0.503820787999,0.561996370734,0.568600262083,0.50548065256,0.0,0.172899110446,0.400151817465,0.665987338233,0.420167569587,0.302823533976,0.443485278037,0.453980561633,0.0907247016336,0.509309275177,0.800521375318
1069,0.445522685338,0.524964662354,0.515044362171,0.577394033065,0.447623055515,0.49541134806,0.480885383776,0.0,0.357327414731,0.426038733984,0.721112379449,0.444230830345,0.382540434207,0.492396353634,0.505055119113,0.0824268244063,0.509309275177,0.690019171825
1071,0.445522685338,0.428051908712,0.568579741233,0.535705396983,0.61539992846,0.582328121119,0.44869310454,0.0,0.357327414731,0.324912130513,0.468537533363,0.472204951253,0.457127769375,0.426961704435,0.424400146768,0.18911480319,0.545437736011,
1073,0.71209312777,0.52436922713,0.38386932196,0.657515149009,0.612455290608,0.440564919138,0.485247852971,0.114754213174,0.357327414731,0.404934476358,0.703909469685,0.473573539403,0.317729445601,0.509528829444,0.597541957582,0.170063058476,0.721516361763,
1075,0.445522685338,0.456846118249,0.461158261937,0.510921608076,0.5207643936,0.560194849556,0.451292254692,0.0,0.172899110446,0.28802115304,0.605220948034,0.418020104057,0.520975669875,0.380867404364,0.535194725449,0.204782792015,0.509309275177,
1077,0.445522685338,0.499303831174,0.566752979998,0.607237855692,0.464086331791,0.49482484686,0.490067921593,0.0,0.357327414731,0.433337129761,0.664601756519,0.481567853867,0.382540434207,0.48439972932,0.501687416661,0.271249283353,0.431533548159,
1079,0.205140345291,0.343910368285,0.571511524131,0.556473551895,0.385148461056,0.548275645023,0.431140849124,0.0,0.172899110446,0.365233441377,0.595971307879,0.463993447205,0.43743961296,0.416052927979,0.412109832664,0.220660628508,0.471442808603,
1081,0.71209312777,0.446811651575,0.511828142734,0.576639351266,0.363216576095,0.416189285839,0.47391489863,0.535843810647,0.357327414731,0.487879841666,0.443922926308,0.59952540743,0.234876134865,0.530908204844,0.467371369064,0.11466082237,0.451766092095,
1083,0.71209312777,0.441519528783,0.548138076257,0.581676787739,0.439081161246,0.492515975115,0.485702442024,0.0,0.357327414731,0.473827520837,0.53383913761,0.478571032784,0.43743961296,0.513611312101,0.445520400913,0.220377730179,0.471442808603,
1085,0.445522685338,0.287810516235,0.337432840026,0.494321452737,0.602553056071,0.359368939913,0.424668259257,0.0,0.172899110446,0.229473657012,0.586761993071,0.428445251529,0.274391768667,0.277497553641,0.46217375618,0.117994533494,0.389173534068,0.89466036385
1087,0.205140345291,0.200726666834,0.505788894661,0.525689990067,0.681941489437,0.434844373706,0.49730187113,0.0,0.172899110446,0.282961694871,0.373243905959,0.463569603377,0.317729445601,0.314410117777,0.489560410078,0.116712906644,0.471442808603,0.934022521255
1089,0.71209312777,0.553446689722,0.50883625013,0.631350777583,0.840266502686,0.505271975215,0.492910066734,0.0,0.357327414731,0.541699230656,0.790450136773,0.535750604264,0.382540434207,0.596527711381,0.492650483692,0.20185344509,0.451766092095,
1091,0.205140345291,0.475962040465,0.557173617853,0.466999338695,0.554734862644,0.501623886163,0.438803643732,0.0,0.172899110446,0.29976011797,0.618639347233,0.371086355924,0.234876134865,0.383690306993,0.56049177367,0.129074924295,0.410690736716,0.848734306232
1093,0.445522685338,0.444143863936,0.393672835492,0.506721866172,0.470306114159,0.556949532174,0.507550009065,0.542865799553,0.172899110446,0.320398713722,0.492714273093,0.38316374282,0.498846011378,0.367676816943,0.49351814744,0.224103857906,0.490610395538,
1095,0.445522685338,0.477909599071,0.542263096098,0.636733482609,0.483311043326,0.48397382933,0.414550056955,0.0,0.357327414731,0.362911399235,0.655849668197,0.456519244911,0.400185012603,0.447880789071,0.560372788857,0.186642056726,0.58006316146,
1097,0.71209312777,0.479834946515,0.326586639288,0.620537871967,0.549805410253,0.41868460286,0.443750633912,0.0,0.357327414731,0.362286297743,0.689285049518,0.474845033205,0.349042612655,0.446878223956,0.520907884572,0.0865769641677,0.676608919597,0.19995555347
1099,0.445522685338,0.420165566836,0.366160423129,0.502459021992,0.492728264937,0.50857949018,0.450381847608,0.0,0.172899110446,0.329428117333,0.619748729712,0.434207281756,0.198678488349,0.330643074923,0.468271392983,0.10858757944,0.490610395538,0.666056097561
1101,0.71209312777,0.523009933425,0.149248507924,0.643691266452,0.78281015406,0.416996129975,0.478763926276,0.346848380532,0.357327414731,0.418191788519,0.760796449354,0.434779162317,0.317729445601,0.462597813813,0.553042967112,0.115906527791,0.490610395538,0.922187639634
1103,0.445522685338,0.512488543891,0.498966025373,0.644650935514,0.441949628097,0.491091185917,0.463079904398,0.0,0.357327414731,0.469880293425,0.732399151531,0.465355754314,0.418472225517,0.51552007303,0.512155991487,0.201276716494,0.471442808603,
1105,0.205140345291,0.262447200132,0.541975903192,0.446298231418,0.611145690363,0.371907286149,0.479410663776,0.0,0.172899110446,0.236010371152,0.385733604423,0.346289595046,0.302823533976,0.220010994182,0.471585317874,0.138135750349,0.431533548159,0.945609327466
1107,0.445522685338,0.40557200843,0.566017280391,0.489997849192,0.598046249857,0.495871557409,0.506869864771,0.0,0.172899110446,0.298880569539,0.446816837157,0.387159412196,0.247656436013,0.369818098492,0.509625931536,0.182694103736,0.431533548159,
1109,0.445522685338,0.427689745915,0.330397086705,0.584460301429,0.657757621271,0.446775296499,0.531970314362,0.0,0.172899110446,0.347166412145,0.618670032389,0.541887495381,0.187275643695,0.411357369574,0.457791895433,0.101923829603,0.410690736716,0.803977082779
1111,0.445522685338,0.409766706835,0.478963960565,0.438773912259,0.473834518853,0.499938114423,0.472375197596,0.0,0.172899110446,0.371579518737,0.414202816085,0.434879448324,0.365503719406,0.365496919608,0.522521454687,0.13206220429,0.471442808603,
1113,0.445522685338,0.382984353982,0.294404241121,0.581901004856,0.513407333659,0.485618417188,0.431339059248,0.0,0.357327414731,0.337737723495,0.484554891955,0.431074889799,0.349042612655,0.416522988457,0.520925283406,0.106394469349,0.490610395538,0.951800844757
1115,0.71209312777,0.454425884978,0.454267029642,0.585130663239,0.310835504403,0.491889349358,0.485957367923,0.0,0.357327414731,0.445893941732,0.654323146599,0.46524360246,0.568059010844,0.514999525885,0.442837135229,0.160120642002,0.58006316146,
1117,0.71209312777,0.608936073912,0.59009971178,0.659897344467,0.331268962642,0.513180884787,0.532745670179,0.0,0.357327414731,0.616997750149,0.662911712041,0.542284095317,0.568059010844,0.669052449717,0.471507794693,0.15514416598,0.509309275177,
1119,0.205140345291,0.323844881371,0.566017280391,0.569903071509,0.655632182936,0.425037795686,0.465432507695,0.0,0.172899110446,0.259976878361,0.401217799676,0.406079672749,0.274391768667,0.296889087837,0.4470280347,0.146258728501,0.410690736716,0.930677415845
1121,0.445522685338,0.344916336551,0.416516068168,0.514782407626,0.50535319349,0.458968002577,0.457884476845,0.0,0.357327414731,0.290169938691,0.562195391143,0.410396724707,0.382540434207,0.401919984506,0.502422454613,0.144907885974,0.509309275177,
1123,0.71209312777,0.37904461477,0.436018128056,0.521068344615,0.503168727625,0.516667663932,0.479569259468,0.0,0.172899110446,0.3081277744,0.513656279576,0.443833601613,0.43743961296,0.427008751575,0.543999568639,0.125058115266,0.389173534068,
1125,0.71209312777,0.490217096382,0.405219127978,0.615259676512,0.523141756218,0.419882402921,0.504482419183,0.509891444995,0.357327414731,0.462993676026,0.763677396872,0.552948106294,0.333127147698,0.508754307262,0.490507734669,0.170915599431,0.562925747458,
1127,0.445522685338,0.446630170159,0.495289900864,0.555195660879,0.553208771618,0.553743322009,0.488036118106,0.0,0.172899110446,0.216485178996,0.601738157752,0.421160232473,0.43743961296,0.401644395514,0.534497518578,0.187555125573,0.509309275177,
1129,0.205140345291,0.382523422696,0.614970694502,0.424559639215,0.453445733151,0.536157159834,0.468563182444,0.0,0.172899110446,0.401593767215,0.466463859587,0.419508428282,0.365503719406,0.406308592435,0.522178206039,0.109517124126,0.52757472095,0.580158853118
1131,0.445522685338,0.261808599158,0.337432840026,0.490725911047,0.665377716677,0.440336540787,0.465915275751,0.0,0.172899110446,0.200039564658,0.476175709354,0.412905976811,0.144619689423,0.205288493464,0.462152090574,0.118258202096,0.431533548159,0.840446682854
1133,0.445522685338,0.44415254214,0.566560352815,0.56840062426,0.479680009574,0.580452616831,0.480853115419,0.0,0.172899110446,0.338702670545,0.59814601799,0.427863705171,0.418472225517,0.36693565645,0.48341186443,0.206829249953,0.509309275177,
2013,1.0,0.51591255747,0.810173902612,0.412897365687,0.648151973382,0.317806294792,0.40989987193,0.0,0.843639359027,0.722211431435,0.478479887713,0.96243830631,0.70556315493,0.574812152807,0.475664984693,0.947088020213,0.178219358487,0.0419197912652
2016,0.71209312777,0.494430862959,0.61179565414,0.559576508821,0.313891624975,0.252322291269,0.483462744313,0.0,0.843639359027,0.779348673467,0.785682742894,0.914982220041,0.619348160192,0.660012339003,0.445453874101,1.0,0.178219358487,
2020,0.71209312777,0.549123899351,0.338943856293,0.571670006869,0.751031204785,0.383429465985,0.445731492498,0.0,0.633916245422,0.702015278177,0.615733961751,0.563501229467,0.646759430647,0.654239115927,0.538362730269,1.0,0.143080792677,0.325507653114
2050,0.445522685338,0.349090978878,0.277122104568,0.514948256442,0.777659143804,0.101176043889,0.270492265023,0.0,0.633916245422,0.493005217565,0.609611972509,0.498782641677,0.477580665368,0.318058917903,0.476673412929,0.147481376626,0.294560551084,0.0576908333576
2060,0.71209312777,0.803416378045,0.708202137773,0.407235615124,0.967970678257,0.748760991829,0.469809827656,0.0,0.843639359027,0.616093549938,0.828043061812,0.777164900742,0.922460961142,0.719470892744,0.444000718461,0.4857285101,0.210339717737,0.199060404488
2068,0.71209312777,0.728845039116,0.0,0.12436306261,0.958153668241,0.584326044529,0.437903399197,0.0,0.843639359027,0.784313848244,0.463230630222,0.836809502498,0.737163395622,0.655178483959,0.495741610722,0.841308029639,0.366905513541,
2070,0.445522685338,0.454267103035,0.653857300522,0.355226462499,0.551246996526,0.31819379653,0.351013084589,0.0,0.843639359027,0.557179872399,0.58086163452,0.552140738142,0.382540434207,0.396723251904,0.46486629079,0.293467907233,0.240149600132,0.408601867438
2090,0.71209312777,0.531384699082,0.200367972829,0.362392962901,0.701298723879,0.355302751461,0.4101019173,0.504604738887,0.633916245422,0.734005064612,0.501805059846,0.605544593811,0.619348160192,0.661409805282,0.436050034786,0.470366119706,0.389173534068,
2100,0.445522685338,0.643988941937,0.584178023902,0.618661451288,0.413824643289,0.496106055977,0.460263881725,0.0,0.843639359027,0.668859033668,0.728221361033,0.66643976342,0.842258314261,0.593731447227,0.486221538717,0.834276181955,0.143080792677,0.247503478493
2105,0.445522685338,0.556784304737,0.776384210834,0.0,,0.82322838329,,,0.843639359027,0.810644390925,0.623440281034,0.686455930725,,0.463876260724,0.224155143327,1.0,0.143080792677,0.152734846994
2110,1.0,0.662940404473,0.383053413824,0.559824738133,0.811435152719,0.437182266806,0.50530604298,0.0,0.633916245422,0.716287835078,0.726505012333,0.57943416199,0.881225949419,0.688786885521,0.677497145051,0.561253368824,0.143080792677,0.121565782087
2122,0.71209312777,0.573236933227,0.409215766897,0.414729486416,0.408161755933,0.477872483855,0.420642214961,0.581412798975,0.633916245422,0.662235379454,0.658940435359,0.494389389738,0.498846011378,0.571245890268,0.467790820212,1.0,0.471442808603,0.281872691515
2130,0.71209312777,0.682698686235,0.397858840165,0.45241754116,0.589961360529,0.467479077814,0.445519321339,0.600122335011,0.633916245422,0.670498856823,0.380643503947,0.533416464902,0.646759430647,0.610089564679,0.500285789132,0.365585221015,0.143080792677,0.215026166378
2150,1.0,0.610819196291,0.454427885435,0.456272090833,0.663589202391,0.341504650932,0.453838208382,0.601233777952,0.633916245422,0.728434545686,0.622951367256,0.590414918245,0.619348160192,0.669525537559,0.459974412903,1.0,0.294560551084,0.139101083627
2164,0.445522685338,0.56091468571,,0.139348492993,0.428825046509,0.519386549468,0.289911942648,0.0,0.843639359027,0.558365687042,0.675550694027,0.620475470278,0.43743961296,0.511405221062,0.489171690836,0.886884654384,0.178219358487,0.372080691003
2170,0.71209312777,0.484505432839,0.14146694335,0.301266138952,0.250115884579,0.425281513471,0.396840304722,0.0,0.633916245422,0.684593866515,0.609627113856,0.535440420829,0.568059010844,0.56854940609,0.40741441029,1.0,0.431533548159,0.440360910871
2180,0.445522685338,0.359535200557,0.394788049119,0.538440369824,0.69083319301,0.21097475256,0.351681105377,0.0,0.843639359027,0.493574402359,0.628289260679,0.497923863002,0.382540434207,0.371814998022,0.492297150613,0.231040805212,0.178219358487,0.276734420712
2185,0.71209312777,0.434000638897,0.434987460967,0.502124924487,0.338289827695,0.0261346431642,0.288007917556,0.0,0.843639359027,0.631914038057,0.848857968316,0.724651272079,0.770386777775,0.656398010091,0.395474652914,0.0851740441703,0.268114548679,0.608706589352
2188,0.445522685338,0.332388178757,0.352119415618,0.476400027077,0.501212937872,0.12438230623,0.277169124597,0.0,0.843639359027,0.527667163846,0.525032176555,0.590098920646,0.477580665368,0.351668155599,0.458192311285,0.272636489991,0.240149600132,0.185222168271
2195,0.71209312777,0.666670324569,0.597112688403,0.357348256296,,0.641942589206,0.403531811953,,0.843639359027,0.831709285764,0.538555024469,0.69724642612,,0.672317395887,0.267079355594,0.54194810931,0.143080792677,0.0512580865874
2198,0.445522685338,0.508009191645,0.575473997255,0.38230817819,,0.622548597695,,,0.843639359027,0.713601173677,0.482602287606,0.707572418957,,0.468392669521,0.297290666584,0.595072179899,0.143080792677,0.145831149194
2220,0.71209312777,0.643772483695,0.430432943486,0.609776433463,0.594999494686,0.435656555863,0.438656425888,0.494536844795,0.843639359027,0.694180540313,0.596756214967,0.531279045237,0.593141733546,0.612399390955,0.713400825229,1.0,0.143080792677,0.0455543931089
2230,0.445522685338,0.817581675348,0.647270383404,0.825925112117,,0.72619995351,,,0.843639359027,0.845580167494,0.534136131818,0.901629624347,,0.907238916819,0.311554678237,0.573826572901,0.143080792677,0.18811854617
2240,0.205140345291,0.545589956116,0.279721601723,0.327709388446,0.699240768913,0.411570872984,0.42221845687,0.0,0.843639359027,0.657686656721,0.43820572654,0.693221242491,0.418472225517,0.535931004014,0.412334892489,0.65092819909,0.240149600132,
2261,0.71209312777,0.717023632008,0.556777672618,0.465462493743,1.0,0.547538522504,0.517005333009,0.56559198437,0.843639359027,0.658910895379,0.605481711267,0.646061258033,0.457127769375,0.602208172359,0.447442809358,1.0,0.268114548679,0.103106219016
2270,0.205140345291,0.238559467054,0.296367386751,0.56860311381,0.699041444776,0.0,0.286904054677,0.0,0.843639359027,0.37188859172,0.601880996787,0.628117979871,0.593141733546,0.205845716746,0.547147110629,0.164025629201,0.268114548679,0.630307022473
2275,0.71209312777,0.643049024993,0.409535518833,0.540653294484,,0.715980010337,0.475098847718,,0.843639359027,0.659461497382,0.491460242311,0.445802223944,,0.469225805842,0.308590473031,0.403862190476,0.143080792677,0.0570395346103
2282,0.205140345291,0.697726066687,,0.638905497273,0.650800198002,0.523908350957,0.300946783811,0.0,0.843639359027,0.795951336962,0.80397556825,0.754808186583,0.966177673121,0.590497956593,0.43229125729,1.0,0.143080792677,0.132506870771
2290,0.205140345291,0.408894654998,0.277313225773,0.422431346774,0.76157829275,0.391328065013,0.348919375992,0.0,0.843639359027,0.458984698852,0.623971797505,0.596986146703,0.288385184803,0.270996227752,0.492920213037,0.426751041622,0.451766092095,
4001,0.205140345291,0.123857960567,0.173945757825,0.364905301261,0.796970781957,0.268871997801,0.304200506737,0.0,0.656496480922,0.368114615659,0.430652554268,0.444145663631,0.210403042171,0.209757590441,0.390478531219,0.0831742532384,0.389173534068,
4003,0.71209312777,0.414756508358,0.359039090928,0.49683017478,0.79858296478,0.471825040423,0.436502595636,0.328536636247,0.656496480922,0.519135858608,0.434972712598,0.431529161972,0.400185012603,0.436999945891,0.448721179628,0.125803317171,0.366905513541,
4005,0.71209312777,0.471920909301,0.305477731517,0.513237341544,0.598078740006,0.363063698912,0.380040409645,0.0,0.656496480922,0.636631051411,0.554776879059,0.594305741374,0.365503719406,0.493989989835,0.430861495674,0.166203620462,0.490610395538,
4007,0.445522685338,0.405127102126,0.199597945938,0.491955577026,0.606165786958,0.534213323479,0.454671305961,0.0,0.656496480922,0.386919901887,0.478240776677,0.440001690557,0.544026123851,0.398291780315,0.426493095664,0.130727841073,0.509309275177,
4009,0.71209312777,0.27215733397,0.32278839243,0.472257984318,0.499426061739,0.299626863745,0.416790721901,0.0,0.553771948345,0.539905535277,0.588092807799,0.405412858302,0.477580665368,0.409297697596,0.443299963694,0.130308044759,0.366905513541,
4011,0.71209312777,0.404272466474,0.741092587051,0.425807382991,0.330782317809,0.533993420078,0.515760891543,0.0,0.656496480922,0.579774962405,0.481858791518,0.51371818041,0.675464887416,0.505251343883,0.438530121296,0.120995814769,0.366905513541,
4012,0.445522685338,0.399500977499,0.23110698314,0.476788936172,0.40963326948,0.602294726659,0.345365797297,0.0,0.553771948345,0.558312072158,0.406583799003,0.506561952264,0.619348160192,0.32052566772,0.341692291912,0.226840483825,0.210339717737,0.97409233447
4013,0.71209312777,0.512776054498,0.318997382857,0.687498761426,0.566399791397,0.389271483812,0.464027654134,0.196319699767,0.656496480922,0.62659940885,0.835883829672,0.518804520877,0.477580665368,0.52639323603,0.470278727863,0.124056541912,0.471442808603,
4015,0.71209312777,0.411419598828,0.312561140801,0.545847881315,0.43631075218,0.503964894269,0.410451361102,0.0,0.656496480922,0.406756117444,0.537130455033,0.46231510232,0.593141733546,0.392358599249,0.354710504888,0.210196497235,0.410690736716,
4017,0.445522685338,0.363467914893,0.301695323639,0.480738726623,0.600387617424,0.403771625442,0.373271205753,0.0,0.656496480922,0.42923859662,0.591306679976,0.392773961193,0.302823533976,0.292432212774,0.451123501603,0.101018705916,0.509309275177,
4019,0.71209312777,0.449959877734,0.24481443291,0.633560354566,0.687090671337,0.406352663465,0.497002126731,0.0,0.656496480922,0.579306555187,0.68434448346,0.477296850505,0.418472225517,0.485277064894,0.448156444769,0.139959124715,0.389173534068,0.913942624103
4021,0.71209312777,0.318922550131,0.234740072798,0.544612385987,0.360085684872,0.415527482389,0.418540782451,0.25169331007,0.656496480922,0.587078027793,0.514543289347,0.454861359814,0.675464887416,0.468324530296,0.342092284379,0.12342062377,0.451766092095,
4023,0.445522685338,0.45381875518,0.423542098394,0.591253204467,0.631128546955,0.289995062833,0.418261606681,0.549672910693,0.553771948345,0.625359122177,0.62261616424,0.547076891701,0.288385184803,0.289222007351,0.402790279815,0.107809730197,0.240149600132,0.938502489684
4025,0.71209312777,0.483056654455,0.328196859573,0.562231475219,0.465167831573,0.468400114919,0.492580935498,0.338602622869,0.656496480922,0.513419585012,0.568146967917,0.471262987201,0.568059010844,0.46736558599,0.428827270978,0.149585707762,0.52757472095,
4027,0.71209312777,0.376472589301,0.300273896901,0.607747614334,0.532732365738,0.404283458635,0.444587115531,0.0,0.656496480922,0.611468515909,0.533265096245,0.460746916241,0.593141733546,0.296976067894,0.387658528701,0.340437436827,0.178219358487,0.701339190651
5001,0.445522685338,0.559646307267,0.584174864247,0.556651167878,0.79067605329,0.592656604205,0.404509576989,0.567158637061,0.357327414731,0.331615379565,0.587929049262,0.418524640227,0.568059010844,0.480615466511,0.54980645751,0.293605731021,0.451766092095,
