fips,value
1001,0.448910549327185
1003,0.474304962895355
1005,0.410942226572632
1007,0.413932736597234
1009,0.406532551732793
1011,0.351237573460071
1013,0.400434042351516
1015,0.438637822804728
1017,0.389337182751289
1019,0.423147282047273
1021,0.407410522708785
1023,0.392468052558154
1025,0.414925827054028
1027,0.412378318273459
1029,0.410849053522872
1031,0.444676794400132
1033,0.451920401320221
1035,0.386602949280287
1037,0.351405028327382
1039,0.440187424222086
1041,0.398033964416958
1043,0.443090196659244
1045,0.412443961380657
1047,0.396946066965099
1049,0.422351242959486
1051,0.452641409198623
1053,0.404718943325795
1055,0.427602448061219
1057,0.404350769129992
1059,0.387552175048599
1061,0.404449003979186
1063,0.423557305919997
1065,0.381499655369047
1067,0.418576680119652
1069,0.435845342433233
1071,0.436511163400585
1073,0.452727524597809
1075,0.40628408932556
1077,0.430667594104914
1079,0.376762293872351
1081,0.448278335768064
1083,0.452713904830559
1085,0.380856459673945
1087,0.373628985435128
1089,0.476314543352828
1091,0.406207753109849
1093,0.409881196521702
1095,0.433603338506231
1097,0.429991577261525
1099,0.407911188417077
1101,0.46033430033228
1103,0.444376607369087
1105,0.382868541179364
1107,0.413009449113245
1109,0.408821510060143
1111,0.406112013941889
1113,0.399942498572315
1115,0.44829332221049
1117,0.470681689103927
1119,0.392980332552498
1121,0.401373188585875
1123,0.428587891312486
1125,0.474892631543665
1127,0.409494155177373
1129,0.402890496172647
1131,0.402035359132504
1133,0.441904534013042
2013,0.557307052667006
2016,0.563893180632177
2020,0.474399921222124
2050,0.519281898502124
2060,0.595686044326283
2068,0.601914705473718
2070,0.539002039378736
2090,0.47836146386041
2100,0.532439673690136
2105,0.565326600760459
2110,0.5561568377428
2122,0.516417892752479
2130,0.508180371650484
2150,0.565639301015032
2164,0.518842256043823
2170,0.47078000452178
2180,0.543246663503709
2185,0.498166752331797
2188,0.517553869406302
2195,0.569194304031328
2198,0.57752660755475
2220,0.573113241866246
2230,0.621532191323199
2240,0.50940878567669
2261,0.606999394806018
2270,0.491006747768179
2275,0.564214994851568
2282,0.561174398453123
2290,0.51066882920263
4001,0.402701570838471
4003,0.499598944984073
4005,0.51898491350953
4007,0.471707595075741
4009,0.472635370145066
4011,0.496625923358272
4012,0.468213812336636
4013,0.462662335254559
4015,0.461928365432534
4017,0.471044090486544
4019,0.471425302078642
4021,0.452943551605662
4023,0.486609285355182
4025,0.492251007644381
4027,0.490979633818908
5001,0.447545604595411
5003,0.429667112073132
5005,0.439396406102883
5007,0.477792204770785
5009,0.480175212559503
5011,0.446467305146906
5013,0.42015936040401
5015,0.45670321230071
5017,0.447694193769047
5019,0.464773682051524
5021,0.438090256756552
5023,0.462004851573198
5025,0.476554280591364
5027,0.417248884739825
5029,0.438936747717219
5031,0.415808906961938
5033,0.429518621390484
5035,0.427993347198671
5037,0.42632401236138
5039,0.461938254364534
5041,0.441670040145678
5043,0.415247939184639
5045,0.465914419594967
5047,0.444515603953239
5049,0.430331714491464
5051,0.445261086704669
5053,0.421254211605094
5055,0.425710507701821
5057,0.402613820136994
5059,0.417946188867693
5061,0.433129673980151
5063,0.413749282770869
5065,0.447599904608478
5067,0.38355836138531
5069,0.439907604515993
5071,0.448484952330797
5073,0.446764987379246
5075,0.456729060793368
5077,0.354091810956399
5079,0.375886980932051
5081,0.442225563953708
5083,0.436436555632317
5085,0.444652609887529
5087,0.439478778963245
5089,0.446404798270993
5091,0.410220465448531
5093,0.430307421369313
5095,0.450839439751996
5097,0.456577724884699
5099,0.411223034039153
5101,0.49663459981823
5103,0.442857238014877
5105,0.418521781251191
5107,0.386776304889633
5109,0.462645091966848
5111,0.426190401737645
5113,0.438237689871009
5115,0.429147799235602
5117,0.472884020323042
5119,0.483413492817662
5121,0.460423354541599
5123,0.418920379007614
5125,0.422796706761595
5127,0.402183832069494
5129,0.489639964562416
5131,0.462185535915295
5133,0.426957541089168
5135,0.442608767654852
5137,0.455296583914221
5139,0.418377625228231
5141,0.456659213142444
5143,0.457187175293432
5145,0.433010323467027
5147,0.431606053756187
5149,0.437865040420234
6001,0.513481595352934
6003,0.618094656623646
6005,0.502785825742086
6007,0.489072465557542
6009,0.545711889894313
6011,0.523416177087429
6013,0.500497798688708
6015,0.482149881151109
6017,0.547942337862059
6019,0.455955045980712
6021,0.457554414989559
6023,0.501539414139307
6025,0.458400159927094
6027,0.507554887843479
6029,0.451478049747516
6031,0.431480829752877
6033,0.473460964820226
6035,0.501857620144853
6037,0.463313944792265
6039,0.440067248626567
6041,0.563400619063937
6043,0.513587931765126
6045,0.492192153253826
6047,0.437490480686763
6049,0.510945074345992
6051,0.54386605003164
6053,0.490534104889973
6055,0.513267013094854
6057,0.555197937640825
6059,0.508276106148387
6061,0.560249725017649
6063,0.543139249321184
6065,0.476225387418231
6067,0.470800776269411
6069,0.4817734631885
6071,0.453488853243519
6073,0.510497487305619
6075,0.523213787081707
6077,0.46758430840378
6079,0.516955961106289
6081,0.535953083625186
6083,0.490969564123977
6085,0.522410282615693
6087,0.493785270617144
6089,0.494310823601302
6091,0.549676555066853
6093,0.476837850198222
6095,0.488677259416493
6097,0.522507114468954
6099,0.464231090676839
6101,0.480511068027819
6103,0.453300203104209
6105,0.468794414847286
6107,0.435722500198991
6109,0.549375819086183
6111,0.512223926376651
6113,0.48591160867944
6115,0.474949268708928
8001,0.461771053995925
8003,0.480739051007479
8005,0.505253754797346
8007,0.549036350245361
8009,0.556725003363386
8011,0.460256570194734
8013,0.540418880362498
8014,0.540117576362936
8015,0.550817947590138
8017,0.616042981987553
8019,0.589915109682965
8021,0.505833664027517
8023,0.485181055646815
8025,0.456012567763691
8027,0.572345480851716
8029,0.501511999199083
8031,0.483374698409677
8033,0.563427072414851
8035,0.517087903186865
8037,0.592696444997151
8039,0.504374006153799
8041,0.498335743085629
8043,0.468086998178398
8045,0.515308230154464
8047,0.575434242261168
8049,0.603785852232008
8051,0.581245967680948
8053,0.697080543128776
8055,0.530489840298408
8057,0.617832802080852
8059,0.505861128904564
8061,0.533232602958918
8063,0.537780058754732
8065,0.512982153714793
8067,0.546620449068437
8069,0.537958860729433
8071,0.473414095469878
8073,0.57172668258515
8075,0.490900850028187
8077,0.493456587105049
8079,0.658254515200564
8081,0.505350857310509
8083,0.475960217667374
8085,0.472074967234977
8087,0.465742796347207
8089,0.470009509193344
8091,0.62779348708912
8093,0.541218143080025
8095,0.570525153452967
8097,0.578025745591148
8099,0.474886371587235
8101,0.471533305258502
8103,0.554845941574187
8105,0.533979745199872
8107,0.579611961126431
8109,0.48726618295942
8111,0.545221371428845
8113,0.639591039643024
8115,0.540003040370138
8117,0.58908577934474
8119,0.520119548357224
8121,0.535515640096656
8123,0.489658978942504
8125,0.549747651958521
9001,0.544738117507355
9003,0.515321552306532
9005,0.540523519774163
9007,0.552885477623447
9009,0.505483064011339
9011,0.514076620424376
9013,0.511739074686609
9015,0.497311623529851
10001,0.495150145655742
10003,0.525304602695765
10005,0.529204418159196
11001,0.57128501240265
12001,0.498622078003338
12003,0.421001743926516
12005,0.513620660168284
12007,0.431162175867873
12009,0.475551248588999
12011,0.49217959897097
12013,0.421793973141304
12015,0.48716296296937
12017,0.441171143010249
12019,0.468921251490518
12021,0.519706908115295
12023,0.416695600564848
12027,0.423846891512657
12029,0.398644493587278
12031,0.460598457373122
12033,0.455537334695048
12035,0.48236780790089
12037,0.526080399152143
12039,0.410871326191348
12041,0.43510245008438
12043,0.429515425380974
12045,0.504257719078801
12047,0.42217341625379
12049,0.436561851512801
12051,0.419997738988163
12053,0.450550509017022
12055,0.455607302792271
12057,0.487490245891854
12059,0.424168019562355
12061,0.464203037068726
12063,0.444051689071864
12065,0.418351021964292
12067,0.423164941337088
12069,0.470750753305699
12071,0.505085578533679
12073,0.483797375344536
12075,0.413967415379983
12077,0.484898654047293
12079,0.438228296918207
12081,0.506900905692237
12083,0.43220014074028
12085,0.492612634610161
12086,0.462775032602577
12087,0.566565606413244
12089,0.482556960376576
12091,0.518431563520853
12093,0.424521295838619
12095,0.470266024222051
12097,0.498160759160936
12099,0.480902891888583
12101,0.45423881372532
12103,0.484684982111454
12105,0.46882653334713
12107,0.398615875346585
12109,0.52863551304509
12111,0.450459839101988
12113,0.458509210566127
12115,0.519387680881259
12117,0.497421400678768
12119,0.481053345810195
12121,0.415662544353474
12123,0.424921606206774
12125,0.353736844827992
12127,0.460414923486387
12129,0.445081803481748
12131,0.534221583278016
12133,0.42318383961358
13001,0.418281311987716
13003,0.406043708499893
13005,0.432107561675519
13007,0.350677414121854
13009,0.450634023757666
13011,0.432561204808171
13013,0.467047099796822
13015,0.474299530236185
13017,0.422465564267259
13019,0.416677185520888
13021,0.461016047391311
13023,0.414762100573813
13025,0.410489992613297
13027,0.417316917609025
13029,0.538093383452276
13031,0.433357781981103
13033,0.407507030313291
13035,0.416552878167611
13037,0.403833145698557
13039,0.48057091087005
13043,0.4340656274337
13045,0.467866115074395
13047,0.475571013317911
13049,0.420846118779429
13051,0.491932791786868
13053,0.484788503930558
13055,0.414285972421315
13057,0.487714933288298
13059,0.492871663849616
