fips,CF,PR,PM,PVID,SC,Event,ER
1001,0.4843393984986391,,0.5261702915402998,0.5666073194970688,0.4772431711635832,0.0520040915406112,
1003,0.5133247822790714,,0.5931120866225661,0.523791486310155,0.43135370987977895,0.0355302950838474,
1005,0.4332319411655335,,0.3844672365142308,0.3331388427052154,0.5712706097585531,0.0407932408049116,
1007,0.44160114381601917,,0.4844331603899656,0.4325170127650398,0.5308396991985606,0.0646394428469697,
1009,0.43553822646889107,,0.44406976472764514,0.5338849388471827,0.4928248278715558,0.0731798906798409,
1011,0.37323833457996536,,0.5110200715626435,0.33088205450300057,0.5158884005434266,0.0443858253508567,
1013,0.42489453510535,,0.4322811125722716,0.3748357809788882,0.49068675008488577,0.0444481798933161,
1015,0.46774292391428274,,0.4771532154726622,0.41044602497371213,0.47382853779817546,0.0646128560773191,
1017,0.41510880911466624,,0.5140739074540733,0.37756596402270065,0.48810084900564055,0.0511895028549803,
1019,0.44941337521374375,,0.42152885918793614,0.4059946115122843,0.504079428138327,0.0724315154247767,
1021,0.4349409919385788,,0.4489172416565167,0.48322876086795247,0.539380785248281,0.0571133270328034,
1023,0.41634372159126143,,0.477999668336191,0.3505646073389754,0.5891082000534972,0.0519929783101151,
1025,0.4395410085648697,,0.48258314585145234,0.31442913192407934,0.5618036286325042,0.0471253818669773,
1027,0.4373846993708311,,0.42434985874541825,0.397418970679362,0.5744440248332486,0.0581919272029016,
1029,0.4383730899766377,,0.49027645342689075,0.4249185035673646,0.5190810056938779,0.0593048352253509,
1031,0.4781618790851333,,0.5940102269038358,0.43529344874528153,0.47060117565589643,0.0390384691048305,
1033,0.48352558218915725,,0.4996036463638763,0.4404658691343843,0.46630146609980755,0.110679875192719,
1035,0.4094492534788262,,0.3898854168996397,0.3594693889939011,0.3860904417951275,0.0426531280877272,
1037,0.37316657005601417,,0.4458569595376193,0.4014495177402495,0.5809132521301755,0.0553337703600946,
1039,0.4680040787150325,,0.4383057092993764,0.4248569602187727,0.5451781001540258,0.0378360879092053,
1041,0.4225794646402418,,0.4409754960420155,0.3847045454844145,0.5259041551318152,0.0425528348259785,
1043,0.47332884375279594,,0.46588485873295715,0.4608875180013205,0.4975230100819603,0.0782368129591316,
1045,0.4411237299234939,,0.4689940295301165,0.45404646890616357,0.43158566344700516,0.0379602075586341,
1047,0.42045310516097656,,0.46541916960411533,0.31884164307417034,0.5211094742539902,0.0519021579477869,
1049,0.4537294810522396,,0.5090549174120095,0.4838041861649092,0.420803666454161,0.0776117523463708,
1051,0.48823271057437856,,0.5262017954073667,0.5345296710202286,0.42761860018924225,0.0519614139873062,
1053,0.4306559092125055,,0.5263131116203966,0.34242882753435305,0.5217078289392504,0.0387360257912253,
1055,0.4580381715987717,,0.5261927814334213,0.43962955088525896,0.4746617631434578,0.0681678953069534,
1057,0.42894687319495545,,0.45439876990841344,0.3663468533384426,0.5601349490644982,0.0811926386733268,
1059,0.41505593003721747,,0.5201393264837725,0.4469864881437116,0.47793799165361966,0.10186387655895,
1061,0.43004953362184384,,0.40844700054956273,0.4239388616337864,0.45005482555035625,0.0354412607085243,
1063,0.45085456931331586,,0.4648794617087355,0.39036263700450347,0.4663251902977398,0.0633755144473168,
1065,0.40605684518131835,,0.4994717282711104,0.3614257288339184,0.4838456375931436,0.0613804615017045,
1067,0.44626485724979437,,0.5023708101571593,0.3922714379539434,0.500397966509414,0.0378259996299379,
1069,0.46846999142724527,,0.5536069636631126,0.45651348687719456,0.4433069807012952,0.0343663519785827,
1071,0.46715252132706364,,0.47205067452334737,0.4554529851963593,0.4242834881836692,0.0788479471046125,
1073,0.4860763876940224,,0.5354590396009044,0.44318071222711214,0.422648194406526,0.070904671728279,
1075,0.43129506917121524,,0.41340566029099984,0.43939052638665355,0.6074355110558266,0.0853804275516932,
1077,0.4616677613138201,,0.5189225412217208,0.4464557040234564,0.4449814475952579,0.113092411515053,
1079,0.40023256652387273,,0.38724872752969824,0.4482463004304121,0.5195460320421423,0.0920004001334931,
1081,0.48095644660243997,,0.4858962348062082,0.4608938021486304,0.377254466348446,0.0478057259648364,
1083,0.48708805290008483,,0.5146765877989599,0.4866057711233478,0.3952047272801454,0.091882450866335,
1085,0.40246034455593194,,0.4135207463981509,0.3419763486177641,0.5777091496763392,0.0491956556472139,
1087,0.39607361763265736,,0.43302511124899284,0.3536899692174094,0.477586544640125,0.0486613048488299,
1089,0.5152850164361855,,0.557963295882722,0.5177955111499241,0.372270428978673,0.0841590901024288,
1091,0.4299574846125154,,0.4369074610579525,0.3476626266615948,0.5712620970314339,0.053815421276636,
1093,0.43722679946987697,,0.4912208343841425,0.41047115404699985,0.4939943405320072,0.0934359914509484,
1095,0.4661510022529208,,0.5684888151237543,0.45535896487913224,0.46411203340952545,0.0778169808392019,
1097,0.4633906397903248,,0.5895575784109182,0.4452858523320267,0.39701932109944776,0.0360966766007945,
1099,0.4324640148522761,,0.46526738777143545,0.3438600345684158,0.5550666991718092,0.0452735987638273,
1101,0.4937243165690732,,0.5449778051226702,0.4196041542440603,0.4328619242028952,0.0483250999824117,
1103,0.4788509121950478,,0.5656232321134713,0.4783221291198168,0.42465631516655733,0.0839186336965181,
1105,0.4046258780191274,,0.4356009955959759,0.3028233967478102,0.49018601955250907,0.0575931664420222,
1107,0.4382820597041248,,0.46954845921614713,0.34195029425199125,0.49939119238346674,0.0761709542811358,
1109,0.43740084013941444,,0.5600089223407887,0.3685161503473351,0.4296355314672266,0.0424952705431315,
1111,0.4314812397797064,,0.42707033495428504,0.40150436497685865,0.485593009430344,0.0550609128566499,
1113,0.4263872375821034,,0.46956228091884783,0.42275234439230963,0.49414640755739636,0.0443592217529658,
1115,0.4823197576203708,,0.48144248770891884,0.5252957083791846,0.40564664014272217,0.0667593636136751,
1117,0.5124654241537733,,0.5814221060699656,0.6186343733017042,0.3894127392384394,0.064684513250304,
1119,0.4161128585747288,,0.4388748149949084,0.32720273831378904,0.46969365902905974,0.0609798931331339,
1121,0.42709807832438973,,0.45749759388715133,0.4045040135747158,0.501251831519543,0.0604166841284731,
1123,0.4578302461550214,,0.5005612521599402,0.4357359918599382,0.5216710883301744,0.0521406864569464,
1125,0.5121829125861852,,0.5889100212529363,0.46081338569535557,0.41918960615613077,0.0712601230361448,
1127,0.43659357873871973,,0.47524421985465926,0.42315624166425253,0.5093158718506192,0.0781976681407741,
1129,0.42891586788196345,,0.471664654949704,0.421519893172561,0.5700896663221371,0.0456611553643573,
1131,0.4259124383130485,,0.48574378843209715,0.2879895468163613,0.4660989707530354,0.0493055874329104,
1133,0.47005123736693594,,0.44461496650459276,0.4008408433011848,0.46777029718158947,0.0862336606383516,
2013,0.6021698064783332,,0.5634753246838773,0.632282499215274,0.6320202348248891,0.394870971819685,
2016,0.6076320591436779,,0.44151912865982146,0.6712281308123886,0.5782617310723801,0.581744310134609,
2020,0.5168191804629388,,0.5854924158023593,0.6484788548452279,0.42733480770026605,0.572042207529055,
2050,0.5560383245678842,,0.5338889830695346,0.5201914501997706,0.6900757557120248,0.0614896538343183,
2060,0.652315433861026,,0.598217776098732,0.7750181093045182,0.5428694116866652,0.202515589607696,
2068,0.6488537680510278,,0.4713190234988438,0.7175523686492894,0.7016991765516362,0.350767945716952,
2070,0.5785269266109647,,0.5683578250368942,0.5183452776136434,0.6618723332212285,0.122356059050488,
2090,0.5187197974497348,,0.5237260047170029,0.6550419482612414,0.47892704963200056,0.196110522818729,
2100,0.5736966900189091,,0.5028906680851645,0.630175839925572,0.6111308366493977,0.347836145852984,
2105,0.6024236777604853,,0.4551584106950755,0.46976615301903557,0.5922788463952126,0.462530925113155,
2110,0.6054813573405943,,0.5993582096555224,0.7254514190238176,0.6085325808343224,0.234004293639805,
2122,0.5571955507483105,,0.6085510078768325,0.5307426439459123,0.5751080107647808,0.478922167596107,
2130,0.5449605183877944,,0.4307595043065642,0.6102280544083488,0.6038152701051926,0.152424049744137,
2150,0.6130987251161079,,0.5337185381112273,0.673661484816397,0.5627526736618166,0.603446169673483,
2164,0.5569462530438504,,0.5800355221693625,0.5406545670423876,0.7345057732301881,0.369770283114671,
2170,0.5105037626373082,,0.6162149572233164,0.6029999325474343,0.5406077359071267,0.511699966870241,
2180,0.5806161600524674,,0.5352822964950331,0.49313693133175934,0.7058741140141762,0.0963282243434146,
2185,0.5427645387776734,,0.636298358615688,0.7362160120527653,0.6348564775201352,0.0355117548501711,
2188,0.5551075004729611,,0.5250326836008873,0.5626235043458174,0.6957371675963498,0.1136707818688,
2195,0.6126818855035822,,0.47064918593208577,0.6354744411235936,0.5996348159905159,0.225955319919501,
2198,0.619069794862411,,0.5088736037116919,0.571454139669275,0.6944618307285867,0.248104426372714,
2220,0.6135455724632443,,0.4424176430170326,0.5889615464227521,0.6455355764547767,0.511207145789132,
2230,0.6727093506561548,,0.4239882786320695,0.7668505292401373,0.5888627539719867,0.239246460372606,
2240,0.545189459623166,,0.47275330559257306,0.5427153461048758,0.6275168593058498,0.271392568667325,
2261,0.6549832942834118,,0.5827945025872608,0.5890049558814539,0.6384700345766875,0.647680079033343,
2270,0.5233241519326359,,0.4382409579662204,0.5455190538839071,0.7390425576414675,0.0683874763736154,
2275,0.6024838522523299,,0.505326899411635,0.4575354676813325,0.597966034174633,0.168382929813205,
2282,0.6117655100369158,,0.679086162652256,0.7544104356190481,0.711497040407378,0.719986279297603,
2290,0.543830563068566,,0.5528860788738907,0.4299620195119407,0.7691370771243831,0.177926016308904,
