fips,CF,PR,PM,PVID,SC,Event,ER
1001,0.482199940983,0.47297146099,0.52617029154,0.566607319497,0.477243171164,0.0520040915406,
1003,0.509332966122,0.371312754344,0.593112086623,0.52379148631,0.43135370988,0.0355302950838,
1005,0.432678901897,0.449599221091,0.384467236514,0.333138842705,0.571270609759,0.0407932408049,
1007,0.448077393097,0.470554976349,0.48443316039,0.432517012765,0.530839699199,0.064639442847,
1009,0.448130286449,0.364907943147,0.444069764728,0.533884938847,0.492824827872,0.0731798906798,
1011,0.372022392165,0.502293763495,0.511020071563,0.330882054503,0.515888400543,0.0443858253509,
1013,0.426186022934,0.411914510667,0.432281112572,0.374835780979,0.490686750085,0.0444481798933,
1015,0.462942936038,0.584774067732,0.477153215473,0.410446024974,0.473828537798,0.0646128560773,
1017,0.423062594445,0.46665380469,0.514073907454,0.377565964023,0.488100849006,0.051189502855,
1019,0.452283850533,0.439642863018,0.421528859188,0.405994611512,0.504079428138,0.0724315154248,
1021,0.43721003968,0.382475593052,0.448917241657,0.483228760868,0.539380785248,0.0571133270328,
1023,0.409077152002,0.429374498815,0.477999668336,0.350564607339,0.589108200053,0.0519929783101,
1025,0.439545494682,0.494492663508,0.482583145851,0.314429131924,0.561803628633,0.047125381867,
1027,0.444980831132,0.492185033714,0.424349858745,0.397418970679,0.574444024833,0.0581919272029,
1029,0.442738301132,0.479233229008,0.490276453427,0.424918503567,0.519081005694,0.0593048352254,
1031,0.471732038429,0.625626006132,0.594010226904,0.435293448745,0.470601175656,0.0390384691048,
1033,0.483598046132,0.472285827697,0.499603646364,0.440465869134,0.4663014661,0.110679875193,
1035,0.402973234221,0.493333323288,0.3898854169,0.359469388994,0.386090441795,0.0426531280877,
1037,0.377290011693,0.243802033566,0.445856959538,0.40144951774,0.58091325213,0.0553337703601,
1039,0.46860651338,0.438495610688,0.438305709299,0.424856960219,0.545178100154,0.0378360879092,
1041,0.425328207178,0.438226842811,0.440975496042,0.384704545484,0.525904155132,0.042552834826,
1043,0.479672795718,0.395737992376,0.465884858733,0.460887518001,0.497523010082,0.0782368129591,
1045,0.439310463687,0.590329442903,0.46899402953,0.454046468906,0.431585663447,0.0379602075586,
1047,0.410713767678,0.532570534615,0.465419169604,0.318841643074,0.521109474254,0.0519021579478,
1049,0.456699664113,0.353976668872,0.509054917412,0.483804186165,0.420803666454,0.0776117523464,
1051,0.48679045874,0.453834912134,0.526201795407,0.53452967102,0.427618600189,0.0519614139873,
1053,0.429218437776,0.494067488876,0.52631311162,0.342428827534,0.521707828939,0.0387360257912,
1055,0.457311264971,0.424660059355,0.526192781433,0.439629550885,0.474661763143,0.068167895307,
1057,0.440377637867,0.519046355167,0.454398769908,0.366346853338,0.560134949064,0.0811926386733,
1059,0.414244091335,0.430119323432,0.520139326484,0.446986488144,0.477937991654,0.101863876559,
1061,0.437177889537,0.529392435862,0.40844700055,0.423938861634,0.45005482555,0.0354412607085,
1063,0.441291174567,0.608054580316,0.464879461709,0.390362637005,0.466325190298,0.0633755144473,
1065,0.405395735941,0.582638899218,0.499471728271,0.361425728834,0.483845637593,0.0613804615017,
1067,0.44630065794,0.490360367671,0.502370810157,0.392271437954,0.500397966509,0.0378259996299,
1069,0.469796591603,0.407761957731,0.553606963663,0.456513486877,0.443306980701,0.0343663519786,
1071,0.466919251062,0.518008250249,0.472050674523,0.455452985196,0.424283488184,0.0788479471046,
1073,0.472813806864,0.482166004082,0.535459039601,0.443180712227,0.422648194407,0.0709046717283,
1075,0.433262275531,0.446391243545,0.413405660291,0.439390526387,0.607435511056,0.0853804275517,
1077,0.459409331173,0.400268737834,0.518922541222,0.446455704023,0.444981447595,0.113092411515,
1079,0.398733771004,0.433011421217,0.38724872753,0.44824630043,0.519546032042,0.0920004001335,
1081,0.489687113639,0.439652081215,0.485896234806,0.460893802149,0.377254466348,0.0478057259648,
1083,0.485218633101,0.483057848815,0.514676587799,0.486605771123,0.39520472728,0.0918824508663,
1085,0.401279574315,0.519176557666,0.413520746398,0.341976348618,0.577709149676,0.0491956556472,
1087,0.389861113883,0.746908562421,0.433025111249,0.353689969217,0.47758654464,0.0486613048488,
1089,0.512172886175,0.640520292204,0.557963295883,0.51779551115,0.372270428979,0.0841590901024,
1091,0.422156948809,0.490294038032,0.436907461058,0.347662626662,0.571262097031,0.0538154212766,
1093,0.442053406796,0.407428790305,0.491220834384,0.410471154047,0.493994340532,0.0934359914509,
1095,0.472021852885,0.426367131764,0.568488815124,0.455358964879,0.46411203341,0.0778169808392,
1097,0.46291501465,0.440199961565,0.589557578411,0.445285852332,0.397019321099,0.0360966766008,
1099,0.433370809831,0.464336292395,0.465267387771,0.343860034568,0.555066699172,0.0452735987638,
1101,0.484145137662,0.639648256817,0.544977805123,0.419604154244,0.432861924203,0.0483250999824,
1103,0.486761978311,0.38610037567,0.565623232113,0.47832212912,0.424656315167,0.0839186336965,
1105,0.392184399225,0.553475062648,0.435600995596,0.302823396748,0.490186019553,0.057593166442,
1107,0.429285041036,0.586917982981,0.469548459216,0.341950294252,0.499391192383,0.0761709542811,
1109,0.430323497541,0.541442675556,0.560008922341,0.368516150347,0.429635531467,0.0424952705431,
1111,0.432523777091,0.461772139778,0.427070334954,0.401504364977,0.48559300943,0.0550609128566,
1113,0.424654204462,0.464625909726,0.469562280919,0.422752344392,0.494146407557,0.044359221753,
1115,0.492019068452,0.328671657758,0.481442487709,0.525295708379,0.405646640143,0.0667593636137,
1117,0.52706222783,0.292664151164,0.58142210607,0.618634373302,0.389412739238,0.0646845132503,
1119,0.408843327177,0.634980608027,0.438874814995,0.327202738314,0.469693659029,0.0609798931331,
1121,0.42941135808,0.436604770388,0.457497593887,0.404504013575,0.50125183152,0.0604166841285,
1123,0.454971546748,0.42473155474,0.50056125216,0.43573599186,0.52167108833,0.0521406864569,
1125,0.507141750436,0.492867386575,0.588910021253,0.460813385695,0.419189606156,0.0712601230361,
1127,0.435310621344,0.458212553995,0.475244219855,0.423156241664,0.509315871851,0.0781976681408,
1129,0.429207978018,0.48129859182,0.47166465495,0.421519893173,0.570089666322,0.0456611553644,
1131,0.41236248214,0.593348631986,0.485743788432,0.287989546816,0.466098970753,0.0493055874329,
1133,0.472498326218,0.410886185811,0.444614966505,0.400840843301,0.467770297182,0.0862336606384,
2013,0.608389813547,0.462321359767,0.563475324684,0.632282499215,0.632020234825,0.39487097182,
2016,0.619448525239,0.270174741369,0.44151912866,0.671228130812,0.578261731072,0.581744310135,
2020,0.50881085338,0.455876449183,0.585492415802,0.648478854845,0.4273348077,0.572042207529,
2050,0.553787561067,0.736354266156,0.53388898307,0.5201914502,0.690075755712,0.0614896538343,
2060,0.652339272488,0.812540833926,0.598217776099,0.775018109305,0.542869411687,0.202515589608,
2068,0.643955923194,0.776620567643,0.471319023499,0.717552368649,0.701699176552,0.350767945717,
2070,0.585180973484,0.54183171515,0.568357825037,0.518345277614,0.661872333221,0.12235605905,
2090,0.509418914386,0.613842434597,0.523726004717,0.655041948261,0.478927049632,0.196110522819,
2100,0.581840087521,0.457551525514,0.502890668085,0.630175839926,0.611130836649,0.347836145853,
2105,0.604614550292,0.856447794687,0.455158410695,0.469766153019,0.592278846395,0.462530925113,
2110,0.593426706037,0.740800427302,0.599358209656,0.725451419024,0.608532580834,0.23400429364,
2122,0.563043298997,0.444080824974,0.608551007877,0.530742643946,0.575108010765,0.478922167596,
2130,0.550738380226,0.354454351882,0.430759504307,0.610228054408,0.603815270105,0.152424049744,
2150,0.613157396068,0.549613723914,0.533718538111,0.673661484816,0.562752673662,0.603446169673,
2164,0.570911595273,0.693204139188,0.580035522169,0.540654567042,0.73450577323,0.369770283115,
2170,0.513331232593,0.359956591709,0.616214957223,0.602999932547,0.540607735907,0.51169996687,
2180,0.582058100153,0.698690582567,0.535282296495,0.493136931332,0.705874114014,0.0963282243434,
2185,0.55133304033,0.309374287277,0.636298358616,0.736216012053,0.63485647752,0.0355117548502,
2188,0.55897753887,0.577640871597,0.525032683601,0.562623504346,0.695737167596,0.113670781869,
2195,0.61487864153,0.66786883749,0.470649185932,0.635474441124,0.599634815991,0.22595531992,
